Year,Month,Day,Site,Depth (m),Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Area_surveyed,Disease_y_n,Disease_type,pale_perc,pale_bleached_perc,bleached_perc,new_mortality,trans_mortality,old_mortality,total_SA_dead,total_live__SA,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,12.00,10.00,6.00,207.3451151,,,,,,,,,,0,207.3451151,,
2023,7,3,Grundys,8.5,1,LLG,AHUM,Agaricia,humilis,19.00,16.00,1.00,54.97787144,,,,,,,,,,0,54.97787144,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,14.00,7.00,1.00,32.98672286,,,,,,,,,,0,32.98672286,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,21.00,3.00,11.00,414.6902303,,,,,,,,,,0,414.6902303,,
2023,7,3,Grundys,8.5,1,LLG,OFAV,Orbicella,faveolata,9.00,8.00,5.00,133.5176878,,,,,,,,,,0,133.5176878,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,54.00,17.00,1.00,111.5265392,,,,,,,,,,0,111.5265392,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,20.00,19.00,4.00,245.044227,,,,,,,,,,0,245.044227,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,40.00,13.00,10.00,832.5220532,,,,,,,,,,0,832.5220532,,
2023,7,3,Grundys,8.5,1,LLG,pstr,Pseudodiploria,strigosa,15.00,17.00,4.00,201.0619298,,,,,,,,,,0,201.0619298,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,15.00,11.00,1.00,40.8407045,,,,,,,,,,0,40.8407045,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,27.00,21.00,1.00,75.39822369,,,,,,,,,,0,75.39822369,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,14.00,8.00,4.00,138.2300768,,,,,,,,,,0,138.2300768,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,29.00,21.00,10.00,785.3981634,,,,,,,,,,0,785.3981634,,
2023,7,3,Grundys,8.5,1,LLG,PPOR,Porites,porites,43.00,25.00,10.00,1068.141502,,,,,,,,,,0,1068.141502,,
2023,7,3,Grundys,8.5,1,LLG,PAST,Porites,astreoides,9.00,6.00,1.00,23.5619449,,,,,,,,,,0,23.5619449,,
2023,7,3,Grundys,8.5,1,LLG,AAGA,Agaricia,agaricites,10.00,8.00,7.00,197.9203372,,,,,,,,,,0,197.9203372,,
2023,7,3,Grundys,8.5,1,LLG,oann,Orbicella,annularis,53.00,43.00,25.00,3769.911184,,,,,,,,,,0,3769.911184,,
