Year,Site,Coral No.,OBSERV,TRANSECT,Depth (m),Coral Cover (cm),Sand Cover (cm),CORR CORAL COVER,Coral Spp.,Max   Diameter   (cm),Max Width (cm),Max Height  (cm),% old,%recent,Disease 1 ,Disease 2,Bleaching,Damsel fish,Comments,,,
2004,Sailfin ,103,Chris,,,,,,Agaspp,15,,10,0,0,DS,,,,,,,
2004,Sailfin ,104,Chris,,,,,,Monfav,30,,5,50,0,,,,,,,,
2004,Sailfin ,105,Chris,,,,,,Sidsid,60,,40,20,0,,,,,,,,
2004,Sailfin ,106,Chris,,,,,,Monann,30,,45,30,0,,,,,,,,
2004,Sailfin ,107,Chris,,,,,,Sidsid,40,,35,0,0,,,,,,,,
2004,Sailfin ,108,Chris,,,,,,Agaspp,15,,20,20,0,,,,,,,,
2004,Sailfin ,109,Chris,,,,,,Monann,55,,100,20,0,,,,,,,,
2004,Sailfin ,110,Chris,,,,,,Monann,80,,90,20,0,,,,,,,,
2004,Sailfin ,111,Chris,,,,,,Monann,30,,30,30,15,WB,,,,,,,
2004,Sailfin ,112,Chris,,,,,,Agaspp,10,,5,0,0,,,,,,,,
2004,Sailfin ,113,Chris,10,8.5,217,0,217,Monfav,20,,20,5,0,,,,,,,,
2004,Sailfin ,114,Chris,,,,,,Porpor,25,,10,0,0,,,,,,,,
2004,Sailfin ,115,Chris,,,,,,Monfav,150,,50,20,0,,,BL,,,,,
2004,Sailfin ,116,Chris,,,,,,Agaspp,40,,30,20,0,,,,,,,,
2004,Sailfin ,117,Chris,,,,,,Agaspp,20,,20,10,5,WB,,,,,,,
2004,Sailfin ,118,Chris,,,,,,Monfav,40,,10,0,0,,,,,,,,
2004,Sailfin ,119,Chris,,,,,,Dipstr,50,,90,10,0,,,,,,,,
2004,Sailfin ,120,Chris,,,,,,Porpor,50,,20,70,0,,,,,,,,
2004,Sailfin ,121,Chris,,,,,,Milalc,20,,50,0,0,,,,,,,,
2004,Sailfin ,122,Chris,,,,,,Mycspp,5,,2,0,0,,,,,,,,
2004,Sailfin ,123,Chris,,,,,,Monann,200,,130,40,45,WB,,,,,,,
2004,Paul's Anchor ,1,Vania,1,9.8,140,0,140,Diplab,15,,10,0,0,,,,1,,,,
2004,Paul's Anchor ,2,Vania,,,,,,Moncav,30,,40,0,0,,,,,,,,
2004,Paul's Anchor ,3,Vania,,,,,,Monann,10,,5,50,0,,,,,,,,
2004,Paul's Anchor ,4,Vania,,,,,,Agaspp,20,,20,0,0,DS,,,,,,,
2004,Paul's Anchor ,5,Vania,,,,,,Agaspp,30,,5,0,0,,,,,,,,
2004,Paul's Anchor ,6,Vania,,,,,,Dipstr,60,,120,30,0,,,,,,,,
2004,Paul's Anchor ,7,Vania,,,,,,Sidrad,30,,5,0,0,,,,,,,,
2004,Paul's Anchor ,8,Vania,,,,,,Agaspp,15,,5,0,0,DS,,,1,,,,
2004,Paul's Anchor ,9,Roy,2,11.8,60,0,60,Agaspp,10,,5,5,0,,,,,,,,
2004,Paul's Anchor ,10,Roy,,,,,,Sidsid,35,,20,40,0,,,,,,,,
2004,Paul's Anchor ,11,Roy,,,,,,Monfav,20,,10,40,0,,,,,,,,
2004,Paul's Anchor ,12,Roy,,,,,,Sidsid,50,,20,70,0,,,,,,,,
2004,Paul's Anchor ,13,Roy,,,,,,Agaspp,15,,15,15,0,,,,,,,,
2004,Paul's Anchor ,14,Roy,,,,,,Moncav,25,,15,80,0,,,,,,,,
2004,Paul's Anchor ,15,Roy,,,,,,Diplab,15,,10,0,0,,,,,,,,
2004,Paul's Anchor ,16,Marilyn,3,10,115,0,115,Monann,50,,50,5,0,,,,,,,,
2004,Paul's Anchor ,17,Marilyn,,,,,,Sidsid,30,,20,50,0,,,,,,,,
2004,Paul's Anchor ,18,Marilyn,,,,,,Monann,30,,20,60,0,,,,,,,,
2004,Paul's Anchor ,19,Marilyn,,,,,,Agaspp,50,,40,50,5,DS,,,,,,,
2004,Paul's Anchor ,20,Marilyn,,,,,,Monann,50,,60,20,0,,,,,,,,
2004,Paul's Anchor ,21,Marilyn,,,,,,Monann,70,,70,70,0,,,,,,,,
2004,Paul's Anchor ,22,Marilyn,,,,,,Agaspp,30,,35,30,10,DS,,,,,,,
2004,Paul's Anchor ,23,Marilyn,,,,,,Moncav,40,,20,40,0,,,,1,,,,
2004,Paul's Anchor ,24,Marilyn,,,,,,Monann,60,,60,70,0,,,,,,,,
2004,Paul's Anchor ,25,Marilyn,,,,,,Agaspp,25,,10,0,0,,,,,,,,
2004,Paul's Anchor ,26,Marilyn,,,,,,Agaspp,40,,20,0,0,,,,,,,,
2004,Paul's Anchor ,27,Marilyn,,,,,,Monfav,40,,20,30,0,,,,,,,,
2004,Paul's Anchor ,28,Marilyn,4,12,120,0,120,Agaspp,10,,8,10,0,,,,,,,,
2004,Paul's Anchor ,29,Marilyn,,,,,,Porpor,20,,10,0,0,,,,,,,,
2004,Paul's Anchor ,30,Marilyn,,,,,,Agaspp,8,,5,0,0,,,,,,,,
2004,Paul's Anchor ,31,Marilyn,,,,,,Agaspp,10,,10,0,0,,,,,,,,
2004,Paul's Anchor ,32,Marilyn,,,,,,Agaspp,40,,20,60,20,DS,,,,,,,
2004,Paul's Anchor ,33,Marilyn,,,,,,Monfav,40,,20,0,0,,,,,,,,
2004,Paul's Anchor ,34,Marilyn,,,,,,Colnat,90,,80,60,0,,,,,,,,
2004,Paul's Anchor ,35,Marilyn,,,,,,Monann,60,,80,80,0,,,,,,,,
2004,Paul's Anchor ,36,Marilyn,,,,,,Dipstr,120,,110,50,2,WP,,,,,,,
2004,Paul's Anchor ,37,Marilyn,,,,,,Mycspp,20,,10,5,0,,,,,,,,
2004,Paul's Anchor ,38,Marilyn,,,,,,Maddec,20,,5,10,0,,,,,,,,
2004,Paul's Anchor ,39,Marilyn,,,,,,Agaspp,12,,10,0,0,,,,,,,,
2004,Paul's Anchor ,40,Marilyn,,,,,,Sidsid,30,,20,10,2,DS,,,,,,,
2004,Paul's Anchor ,41,Marilyn,,,,,,Moncav,15,,10,10,0,,,,,,,,
2004,Paul's Anchor ,42,Marilyn,5,13,75,0,75,Porast,10,,10,30,0,,,,,,,,
2004,Paul's Anchor ,43,Marilyn,,,,,,Milalc,20,,60,50,0,,,,,,,,
2004,Paul's Anchor ,44,Marilyn,,,,,,Porpor,10,,5,0,0,,,,,,,,
2004,Paul's Anchor ,45,Marilyn,,,,,,Porpor,10,,10,0,0,,,,,,,,
2004,Paul's Anchor ,46,Marilyn,,,,,,Agaspp,10,,5,0,0,DS,,,,,,,
2004,Paul's Anchor ,47,Marilyn,,,,,,Agaspp,10,,10,5,2,DS,,,,,,,
2004,Paul's Anchor ,48,Marilyn,,,,,,Agaspp,10,,10,0,30,DS,,,,,,,
2004,Paul's Anchor ,49,Marilyn,,,,,,Meamea,15,,10,0,0,,,,1,Dusky,,,
2004,Paul's Anchor ,50,Marilyn,,,,,,Agaspp,12,,5,10,0,,,,,,,,
2004,Paul's Anchor ,51,Marilyn,,,,,,Agaspp,10,,5,30,0,,,,,,,,
2004,Paul's Anchor ,52,Marilyn,,,,,,Agaspp,18,,10,40,0,,,,,,,,
2004,Paul's Anchor ,53,Marilyn,,,,,,Agaspp,20,,15,50,10,DS,,,,,,,
2004,Paul's Anchor ,54,Roy,6,14,40,0,40,Monfav,35,,30,1,0,,,,,,,,
2004,Paul's Anchor ,55,Roy,,,,,,Moncav,40,,40,30,0,,,,,,,,
2004,Paul's Anchor ,56,Roy,,,,,,Porpor,15,,5,10,0,,,,,,,,
2004,Paul's Anchor ,57,Roy,,,,,,Agaspp,12,,10,0,0,,,,,,,,
2004,Paul's Anchor ,58,Roy,,,,,,Agaspp,35,,25,5,5,DS,,,,,,,
2004,Paul's Anchor ,59,Roy,,,,,,Porpor,20,,7,0,0,,,,,,,,
2004,Paul's Anchor ,60,Roy,,,,,,Agaspp,10,,5,0,0,,,,,,,,
2004,Paul's Anchor ,61,Roy,,,,,,Monfav,25,,15,75,0,,,,,,,,
2004,Paul's Anchor ,62,Roy,,,,,,Moncav,40,,45,25,0,,,,,,,,
2004,Paul's Anchor ,63,Roy,,,,,,Sidsid,30,,25,70,0,,,,,,,,
2004,Paul's Anchor ,64,Chris,7,15.2,106,0,106,Porpor,10,,10,50,0,,,,,,,,
2004,Paul's Anchor ,65,Chris,,,,,,Milalc,25,,20,0,0,,,,,,,,
2004,Paul's Anchor ,66,Chris,,,,,,Sidsid,35,,15,5,5,DS,,,1,Dusky,,,
2004,Paul's Anchor ,67,Chris,,,,,,Milalc,30,,10,0,0,,,,,,,,
2004,Paul's Anchor ,68,Chris,,,,,,Agaspp,30,,30,50,0,,,,,,,,
2004,Paul's Anchor ,69,Chris,,,,,,Monfav,40,,5,5,0,,,,,,,,
2004,Paul's Anchor ,70,Chris,,,,,,Monann,60,,20,40,5,,,,,,,,
2004,Paul's Anchor ,71,Chris,,,,,,Porpor,50,,10,30,0,,,,,,,,
2004,Paul's Anchor ,72,Chris,,,,,,Agaspp,20,,25,10,0,,,,,,,,
2004,Paul's Anchor ,73,Chris,,,,,,Porast,15,,25,0,0,,,,,,,,
2004,Paul's Anchor ,74,Koby,8,18.8,85,0,85,Moncav,30,,50,10,0,,,,,,,,
2004,Paul's Anchor ,75,Koby,,,,,,Agaspp,20,,30,50,0,,,,,,,,
2004,Paul's Anchor ,76,Koby,,,,,,Monfav,50,,25,70,0,,,,,,,,
2004,Paul's Anchor ,77,Koby,,,,,,Agaspp,30,,20,30,0,,,,,,,,
2004,Paul's Anchor ,78,Koby,,,,,,Porast,10,,5,0,0,,,,,,,,
2004,Paul's Anchor ,79,Koby,,,,,,Monfav,30,,10,80,0,,,,,,,,
2004,Paul's Anchor ,80,Koby,,,,,,Agaspp,35,,40,45,0,,,,,,,,
2004,Paul's Anchor ,81,Koby,,,,,,Sidsid,20,,10,10,0,,,,,,,,
2004,Paul's Anchor ,82,Koby,,,,,,Agaspp,10,,15,70,10,DS,,,,,,,
2004,Paul's Anchor ,83,Koby,,,,,,Agaspp,15,,5,50,0,,,,,,,,
2004,Paul's Anchor ,84,Koby,,,,,,Sidsid,60,,20,0,0,,,,,,,,
2004,Paul's Anchor ,85,Koby,,,,,,Agaspp,10,,5,20,0,,,,,,,,
2004,Paul's Anchor ,86,Koby,,,,,,Diplab,20,,10,0,0,,,,,,,,
2004,Paul's Anchor ,87,Koby,,,,,,Meamea,30,,30,0,0,,,,,,,,
2004,Paul's Anchor ,88,Carrie,9,17.27272727,180,0,180,Monfra,70,,50,40,0,,,,,,,,
2004,Paul's Anchor ,89,Carrie,,,,,,Agaspp,15,,10,0,0,,,,,,,,
2004,Paul's Anchor ,90,Carrie,,,,,,Monfra,10,,10,0,0,,,,,,,,
2004,Paul's Anchor ,91,Carrie,,,,,,Moncav,15,,15,0,0,,,,,,,,
2004,Paul's Anchor ,92,Carrie,,,,,,Porpor,15,,10,20,0,,,,,,,,
2004,Paul's Anchor ,93,Carrie,,,,,,Agaspp,20,,10,10,0,,,,,,,,
2004,Paul's Anchor ,94,Carrie,,,,,,Monfra,20,,10,50,0,,,,,,,,
2004,Paul's Anchor ,95,Carrie,,,,,,Monfra,90,,70,85,0,,,,,,,,
2004,Paul's Anchor ,96,Carrie,,,,,,Monfav,10,,5,80,0,,,,,,,,
2004,Paul's Anchor ,97,Carrie,,,,,,Monfav,120,,110,90,0,,,,,,,,
2004,Paul's Anchor ,98,Carrie,,,,,,Porast,10,,10,0,0,,,,,,,,
2004,Paul's Anchor ,99,Carrie,,,,,,Monfav,60,,40,80,0,,,,,,,,
2004,Paul's Anchor ,100,Carrie,,,,,,Monfav,180,,130,70,0,,,,,,,,
2004,Paul's Anchor ,101,Carrie,,,,,,Monfav,20,,10,0,0,,,,,,,,
2004,Paul's Anchor ,102,Carrie,,,,,,Sidsid,60,,40,10,0,,,,,,,,
2004,Paul's Anchor ,103,Carrie,10,16.36363636,190,0,190,Monfav,60,,30,60,0,,,,,,,,
2004,Paul's Anchor ,104,Carrie,,,,,,Porpor,40,,10,40,0,,,,,,,,
2004,Paul's Anchor ,105,Carrie,,,,,,Sidsid,50,,30,5,0,,,,,,,,
2004,Paul's Anchor ,106,Carrie,,,,,,Sidsid,40,,20,40,0,,,,,,,,
2004,Paul's Anchor ,107,Carrie,,,,,,Agaspp,40,,20,30,0,,,,,,,,
2004,Paul's Anchor ,108,Carrie,,,,,,Monfra,30,,20,30,0,,,,,,,,
2004,Paul's Anchor ,109,Carrie,,,,,,Monfav,60,,30,80,0,,,,,,,,
2004,Paul's Anchor ,110,Carrie,,,,,,Porast,10,,10,0,0,,,,,,,,
2004,Paul's Anchor ,111,Carrie,,,,,,Moncav,30,,20,20,0,,,,,,,,
2004,Paul's Anchor ,112,Carrie,,,,,,Agaspp,10,,10,0,0,,,,,,,,
2004,Paul's Anchor ,113,Carrie,,,,,,Sidsid,50,,30,0,0,,,,,,,,
2004,Jigsaw,1,Roy,1,13,47,0,47,Monann,60,,35,70,0,,,,,,,,
2004,Jigsaw,2,Roy,,,,,,Sidsid,30,,10,5,0,,,,,,,,
2004,Jigsaw,3,Roy,,,,,,Monfav,60,,60,50,0,,,,,,,,
2004,Jigsaw,4,Roy,,,,,,Colnat,190,,90,90,0,,,,,,,,
2004,Jigsaw,5,Roy,,,,,,Porpor,15,,10,0,0,,,,,,,,
2004,Jigsaw,6,Roy,,,,,,Moncav,35,,25,75,0,,,,,,,,
2004,Jigsaw,7,Roy,2,13,87,0,87,Agaspp,10,,5,0,0,DS,,,,,,,
2004,Jigsaw,8,Roy,,,,,,Porast,15,,10,0,0,,,,,,,,
2004,Jigsaw,9,Roy,,,,,,Agaspp,15,,20,0,0,DS,,,,,,,
2004,Jigsaw,10,Roy,,,,,,Diplab,40,,30,40,0,,,,,,,,
2004,Jigsaw,11,Roy,,,,,,Agaspp,20,,10,0,0,,,,,,,,
2004,Jigsaw,12,Roy,,,,,,Monfav,25,,20,50,0,,,,,,,,
2004,Jigsaw,13,Roy,,,,,,Monfra,50,,25,5,0,,,,,fish bites,,,
2004,Jigsaw,14,Marilyn,3,12,160,0,160,Agaspp,10,,5,0,0,,,,,,,,
2004,Jigsaw,15,Marilyn,,,,,,Monann,30,,40,70,2,,,,,,,,
2004,Jigsaw,16,Marilyn,,,,,,Porpor,45,,30,5,0,,,,,,,,
2004,Jigsaw,17,Marilyn,,,,,,Agaspp,40,,40,50,0,,,,,,,,
2004,Jigsaw,18,Marilyn,,,,,,Colnat,180,,80,40,0,,,,,,,,
2004,Jigsaw,19,Marilyn,,,,,,Agaspp,25,,20,5,0,,,,,,,,
2004,Jigsaw,20,Marilyn,,,,,,Monfav,110,,100,85,0,,,,,,,,
2004,Jigsaw,21,Marilyn,,,,,,Porast,20,,5,40,0,,,,,,,,
2004,Jigsaw,22,Marilyn,,,,,,Porpor,40,,20,10,0,,,,,,,,
2004,Jigsaw,23,Marilyn,,,,,,Monann,70,,100,20,0,,,,,,,,
2004,Jigsaw,24,Marilyn,,,,,,Agaspp,20,,20,5,0,,,,,,,,
2004,Jigsaw,25,Marilyn,,,,,,Agaspp,15,,10,5,0,,,,,,,,
2004,Jigsaw,26,Marilyn,,,,,,Mycspp,10,,5,0,0,,,,,,,,
2004,Jigsaw,27,Marilyn,,,,,,Porast,25,,20,5,0,,,,,,,,
2004,Jigsaw,28,Marilyn,,,,,,Agaspp,35,,20,30,10,DS,WP,,,,,,
2004,Jigsaw,29,Marilyn,,,,,,Dicsto,15,,10,10,0,,,,,,,,
2004,Jigsaw,30,Marilyn,,,,,,Agaspp,15,,10,0,0,,,,,,,,
2004,Jigsaw,31,Marilyn,,,,,,Agaspp,25,,20,30,0,,,,,,,,
2004,Jigsaw,32,Marilyn,,,,,,Agaspp,20,,15,5,5,DS,,,,,,,
2004,Jigsaw,33,Marilyn,,,,,,Agaspp,10,,5,5,0,,,,,,,,
2004,Jigsaw,34,Marilyn,4,10,100,0,100,Agaspp,20,,12,2,2,,,,,,,,
2004,Jigsaw,35,Marilyn,,,,,,Agaspp,35,,20,30,0,,,,,,,,
2004,Jigsaw,36,Marilyn,,,,,,Monann,35,,20,50,0,,,,,,,,
2004,Jigsaw,37,Marilyn,,,,,,Monann,60,,90,40,0,,,,,,,,
2004,Jigsaw,38,Marilyn,,,,,,Agaspp,10,,5,0,0,,,,,,,,
2004,Jigsaw,39,Marilyn,,,,,,Agaspp,25,,20,50,5,,,,,,,,
2004,Jigsaw,40,Marilyn,,,,,,Agaspp,10,,10,80,0,,,,,,,,
2004,Jigsaw,41,Marilyn,,,,,,Porpor,28,,10,40,0,,,,,,,,
2004,Jigsaw,42,Marilyn,,,,,,Agaspp,10,,8,0,0,,,,,,,,
2004,Jigsaw,43,Marilyn,,,,,,Agaspp,28,,20,5,5,DS,,,,,,,
2004,Jigsaw,44,Marilyn,,,,,,Porpor,20,,25,10,0,,,,,,,,
2004,Jigsaw,45,Marilyn,,,,,,Moncav,10,,10,70,0,,,,,,,,
2004,Jigsaw,46,Marilyn,,,,,,Porast,10,,10,0,0,,,,,,,,
2004,Jigsaw,47,Marilyn,5,11.2,100,0,100,Sidsid,50,,30,10,0,,,,,,,,
2004,Jigsaw,48,Marilyn,,,,,,Porpor,25,,20,10,5,,,,,,,,
2004,Jigsaw,49,Marilyn,,,,,,Sidsid,10,,11,2,0,,,,,,,,
2004,Jigsaw,50,Marilyn,,,,,,Monann,120,,90,30,0,,,,,,,,
2004,Jigsaw,51,Marilyn,,,,,,Agaspp,30,,25,25,2,,,,,,,,
2004,Jigsaw,52,Marilyn,,,,,,Agaspp,10,,8,5,0,DS,,,,,,,
2004,Jigsaw,53,Marilyn,,,,,,Agaspp,12,,10,5,2,DS,,,,,,,
2004,Jigsaw,54,Marilyn,,,,,,Agaspp,12,,15,0,0,,,,,,,,
2004,Jigsaw,55,Marilyn,,,,,,Agaspp,20,,10,0,0,,,,,,,,
2004,Jigsaw,56,Marilyn,,,,,,Sidsid,15,,10,0,0,,,,,,,,
2004,Jigsaw,57,Marilyn,,,,,,Sidsid,10,,10,0,0,,,,,,,,
2004,Jigsaw,58,Marilyn,,,,,,Agaspp,20,,15,20,5,,,,,,,,
2004,Jigsaw,59,Marilyn,,,,,,Agaspp,10,,10,0,0,,,,,,,,
2004,Jigsaw,60,Marilyn,,,,,,Sidsid,12,,10,0,0,,,,,,,,
2004,Jigsaw,61,Marilyn,,,,,,Agaspp,20,,10,30,0,,,,,,,,
2004,Jigsaw,62,Marilyn,6,11.5,170,0,170,Agaspp,10,,10,0,0,,,,,,,,
2004,Jigsaw,63,Marilyn,,,,,,Porast,15,,10,80,0,,,,,,,,
2004,Jigsaw,64,Marilyn,,,,,,Eusfas,12,,10,16,0,,,,,,,,
2004,Jigsaw,65,Marilyn,,,,,,Agaspp,20,,15,8,5,DS,,,,,,,
2004,Jigsaw,66,Marilyn,,,,,,Agaspp,25,,20,10,0,,,,,,,,
2004,Jigsaw,67,Marilyn,,,,,,Agaspp,38,,20,15,5,DS,,,,,,,
2004,Jigsaw,68,Marilyn,,,,,,Agaspp,23,,20,8,8,DS,,,,,,,
2004,Jigsaw,69,Marilyn,,,,,,Porast,35,,20,25,0,,,,,,,,
2004,Jigsaw,70,Marilyn,,,,,,Monfav,150,,200,60,10,WP,,,,,,,
2004,Jigsaw,71,Marilyn,,,,,,Porast,35,,20,0,0,,,,,,,,
2004,Jigsaw,72,Marilyn,,,,,,Sidsid,25,,20,1,0,DS,,,,,,,
2004,Jigsaw,73,Marilyn,,,,,,Porast,10,,10,0,0,,,,,,,,
2004,Jigsaw,74,Marilyn,,,,,,Sidsid,80,,10,5,0,,,,,,,,
2004,Jigsaw,75,Marilyn,,,,,,Monann,55,,60,80,0,,,,,,,,
2004,Jigsaw,76,Marilyn,,,,,,Porpor,10,,5,0,0,,,,,,,,
2004,Jigsaw,77,Chris,7,10.60606061,50,0,50,Monann,30,,50,45,0,,,,,,,,
2004,Jigsaw,78,Chris,,,,,,Agaspp,25,,15,10,0,,,,,,,,
2004,Jigsaw,79,Chris,,,,,,Porpor,25,,20,0,0,,,,,,,,
2004,Jigsaw,80,Chris,,,,,,Monann,50,,65,40,5,WB,,,1,Bicolor,,,
2004,Jigsaw,81,Chris,,,,,,Monfav,100,,40,80,0,,,,,,,,
2004,Jigsaw,82,Chris,,,,,,Agaspp,30,,30,50,0,,,,,,,,
2004,Jigsaw,83,Chris,,,,,,Porast,50,,10,5,0,,,,,,,,
2004,Jigsaw,84,Chris,,,,,,Agaspp,20,,20,0,5,,,,,Fish bites,,,
2004,Jigsaw,85,Chris,,,,,,Maddec,10,,5,50,0,,,,,,,,
2004,Jigsaw,86,Chris,,,,,,Monann,100,,50,80,0,,,,,,,,
2004,Jigsaw,87,Chris,8,12.12121212,170,0,170,Agaspp,30,,20,20,0,,,,,,,,
2004,Jigsaw,88,Chris,,,,,,Monfav,230,,140,70,0,,,,,,,,
2004,Jigsaw,89,Chris,,,,,,Milalc,25,,20,0,0,,,,,,,,
2004,Jigsaw,90,Chris,,,,,,Diplab,35,,60,30,0,,,,,,,,
2004,Jigsaw,91,Chris,,,,,,Monfav,80,,40,80,0,,,,,,,,
2004,Jigsaw,92,Chris,,,,,,Porast,20,,20,20,0,,,,,,,,
2004,Jigsaw,93,Chris,,,,,,Agaspp,30,,40,60,0,,,,,,,,
2004,Jigsaw,94,Chris,,,,,,Agaspp,30,,40,40,0,,,,,,,,
2004,Jigsaw,95,Chris,,,,,,Monfav,140,,120,75,5,,,,,Algae,,,
2004,Jigsaw,96,Koby,9,11.51515152,155,0,155,monfra,60,,10,70,5,WP,,,,,,,
2004,Jigsaw,97,Koby,,,,,,Porpor,70,,30,90,0,,,,,,,,
2004,Jigsaw,98,Koby,,,,,,Monann,120,,150,80,0,,,,1,Threespot,,,
2004,Jigsaw,99,Koby,,,,,,Agaspp,15,,10,0,0,,,,,,,,
2004,Jigsaw,100,Koby,,,,,,Agaspp,30,,10,40,0,,,,1,Bicolor,,,
2004,Jigsaw,101,Koby,,,,,,Diplab,60,,40,20,0,,,,,,,,
2004,Jigsaw,102,Koby,,,,,,Monann,80,,60,10,0,,,,,,,,
2004,Jigsaw,103,Koby,,,,,,Monann,100,,50,50,0,,,,,Sponge,,,
2004,Jigsaw,104,Koby,,,,,,Agaspp,40,,15,60,0,,,,,,,,
2004,Jigsaw,105,Koby,,,,,,Acrcer,50,,35,0,0,,,,,,,,
2004,Jigsaw,106,Koby,,,,,,Agaspp,20,,5,0,0,,,,,,,,
2004,Jigsaw,107,Koby,,,,,,Monann,10,,70,20,0,,,,,,,,
2004,Jigsaw,108,Koby,,,,,,Monann,60,,45,30,0,,,,2,Bicolor/threespot,,,
2004,Jigsaw,109,Koby,,,,,,Monann,55,,30,0,0,,,,,,,,
2004,Jigsaw,110,Koby,,,,,,Monfav,260,,200,70,0,,,,1,Bicolor,,,
2004,Jigsaw,111,Koby,,,,,,Mycspp,10,,5,0,0,,,,,,,,
2004,Jigsaw,112,Vania,10,11.9,175,0,175,Porpor,15,,5,0,0,,,,,,,,
2004,Jigsaw,113,Vania,,,,,,Monann,10,,5,10,0,,,,,,,,
2004,Jigsaw,114,Vania,,,,,,Agaspp,30,,5,0,0,,,,,,,,
2004,Jigsaw,115,Vania,,,,,,Dipstr,100,,80,30,0,,,,,,,,
2004,Jigsaw,116,Vania,,,,,,Agaspp,10,,5,0,0,,,,,,,,
2004,Jigsaw,117,Vania,,,,,,Porpor,10,,10,0,0,,,,,,,,
2004,Jigsaw,118,Vania,,,,,,Agaspp,10,,10,20,0,,,,1,Dusky,,,
2004,Jigsaw,119,Vania,,,,,,Porast,10,,10,0,0,,,,1,Dusky,,,
2004,Jigsaw,120,Vania,,,,,,Sidsid,10,,5,0,0,,,,,,,,
2004,Jigsaw,121,Vania,,,,,,Milalc,30,,20,0,0,,,,,,,,
2004,Jigsaw,122,Vania,,,,,,Agaspp,30,,5,20,0,DS,,,,,,,
2004,Jigsaw,123,Vania,,,,,,Porpor,20,,10,30,0,DS,,,,,,,
2004,Jigsaw,124,Vania,,,,,,Sidsid,20,,20,0,0,,,,,,,,
2004,Jigsaw,125,Vania,11,13.7,130,0,130,Sidsid,40,,30,10,0,,,,1,Bicolor,,,
2004,Jigsaw,126,Vania,,,,,,Porpor,20,,5,5,0,,,,1,Bicolor,,,
2004,Jigsaw,127,Vania,,,,,,Agaspp,20,,5,10,0,,,,,,,,
2004,Jigsaw,128,Vania,,,,,,Agaspp,10,,5,5,0,,,,,,,,
2004,Jigsaw,129,Vania,,,,,,Agaspp,20,,5,10,0,DS,,,,,,,
2004,Jigsaw,130,Vania,,,,,,Agaspp,10,,5,5,0,,,,,,,,
2004,Jigsaw,131,Vania,,,,,,Agaspp,20,,5,0,60,,,,,,,,
2004,Jigsaw,132,Vania,,,,,,Monfav,60,,60,40,0,,,,,Sponge,,,
2004,Jigsaw,133,Vania,,,,,,Agaspp,30,,20,10,0,,,,,,,,
2004,Jigsaw,134,Vania,,,,,,Moncav,20,,20,60,0,,,,,,,,
2004,Jigsaw,135,Vania,,,,,,Monann,100,,100,40,0,,,,,Sponge,,,
2004,Jigsaw,136,Vania,,,,,,Monfav,110,,80,40,0,,,,1,Dusky,,,
2004,Mixing Bowl ,1,Chris,1,13.1,130,0,130,Agaspp,20,,20,10,0,,,,,,,,
2004,Mixing Bowl ,2,Chris,,,,,,Monann,100,,50,30,0,,,,,Sponge,,,
2004,Mixing Bowl ,3,Chris,,,,,,Monann,90,,40,30,5,,,,,,,,
2004,Mixing Bowl ,4,Chris,,,,,,Agaspp,40,,40,50,0,,,,,,,,
2004,Mixing Bowl ,5,Chris,,,,,,Agaspp,40,,50,60,0,,,,,,,,
2004,Mixing Bowl ,6,Chris,,,,,,Monann,10,,70,10,5,,,,,,,,
2004,Mixing Bowl ,7,Chris,,,,,,Dipstr,220,,6,80,0,,,,,,,,
2004,Mixing Bowl ,8,Chris,,,,,,Monfra,80,,2,0,0,,,,,,,,
2004,Mixing Bowl ,9,Chris,,,,,,Agaspp,70,,40,10,0,,,,,,,,
2004,Mixing Bowl ,10,Chris,,,,,,Monfav,10,,50,0,0,,,,,,,,
2004,Mixing Bowl ,11,Chris,,,,,,Porast,50,,50,0,0,,,,,,,,
2004,Mixing Bowl ,12,Chris,,,,,,Agaspp,30,,20,5,0,,,,,,,,
2004,Mixing Bowl ,13,Chris,,,,,,Monann,50,,30,10,0,,,,,,,,
2004,Mixing Bowl ,14,Chris,,,,,,Agaspp,10,,20,50,0,,,,,,,,
2004,Mixing Bowl ,15,Chris,2,13,120,0,120,Monfav,50,,40,50,0,,,,,,,,
2004,Mixing Bowl ,16,Chris,,,,,,Monfav,80,,70,80,0,,,,,,,,
2004,Mixing Bowl ,17,Chris,,,,,,Monfav,50,,50,70,0,,,,,Sponge,,,
2004,Mixing Bowl ,18,Chris,,,,,,Mycspp,10,,5,0,0,,,,,,,,
2004,Mixing Bowl ,19,Chris,,,,,,Agaspp,20,,15,0,0,,,,,,,,
2004,Mixing Bowl ,20,Chris,,,,,,Porast,20,,20,10,0,,,,,,,,
2004,Mixing Bowl ,21,Chris,,,,,,Porpor,30,,10,30,0,,,,,,,,
2004,Mixing Bowl ,22,Chris,,,,,,Monann,35,,25,25,5,,,,,Sponge,,,
2004,Mixing Bowl ,23,Chris,,,,,,Sidrad,15,,5,0,0,,,,,,,,
2004,Mixing Bowl ,24,Chris,,,,,,Agaspp,10,,20,30,0,,,,,,,,
2004,Mixing Bowl ,25,Chris,,,,,,Monfav,30,,10,30,0,,,,,,,,
2004,Mixing Bowl ,26,Chris,,,,,,Monann,30,,70,80,0,,,,,Sponge,,,
2004,Mixing Bowl ,27,Chris,,,,,,Agaspp,40,,20,15,0,,,,,,,,
