Year,Site,Coral No.,OBSERV,TRANSECT,Depth (m),Coral Cover (cm),Sand Cover (cm),CORR CORAL COVER,Coral Spp.,Max   Diameter   (cm),Max Width (cm),Max Height  (cm),% old,%recent,Disease 1 ,Disease 2,Bleaching,Damsel fish,Comments,,,
2011,Mixing Bowl ,27,,,,,,,porast,50,40,15,20,0,0,,,,,,,
2011,Mixing Bowl ,28,,,,,,,agaspp,30,20,30,5,0,0,,,,,,,
2011,Mixing Bowl ,29,,,,,,,monfra,35,30,40,0,0,0,,,,,,,
2011,Mixing Bowl ,30,,,,,,,monfra,50,30,30,20,0,0,,,,,,,
2011,Mixing Bowl ,31,,,,,,,porpor,40,30,20,0,30,0,,,,,scumballs,,
2011,Mixing Bowl ,32,,,,,,,aga,20,20,15,0,0,0,,,,,,,
2011,Mixing Bowl ,33,,,,,,,monfav,30,20,5,0,0,0,,,,,,,
2011,Mixing Bowl ,34,,,,,,,agaspp,20,10,15,0,0,0,,,,,,,
2011,Mixing Bowl ,35,,,,,,,agaspp,40,20,40,30,0,0,,,,,,,
2011,Mixing Bowl ,36,,,,,,,monfav,35,30,10,0,5,0,,,,,,,
2011,Mixing Bowl ,37,,,,,,,monfav,60,60,30,60,0,0,,,,,,,
2011,Mixing Bowl ,38,,,14.3,,,14.3,agaspp,30,20,5,5,0,0,,,,,,,
2011,Mixing Bowl ,39,CM,3,12.2,330,0,18.20895522,monann,10,5,5,20,0,0,,,,,fragmented,,
2011,Mixing Bowl ,40,,,,,,,monann,20,25,10,0,0,0,,,p,,50%p,,
2011,Mixing Bowl ,41,,,,,,,porpor,50,30,10,30,0,0,,,,,,,
2011,Mixing Bowl ,42,,,,,,,monann,30,20,30,0,0,0,,,p,,10%p,,
2011,Mixing Bowl ,43,,,,,,,monann,60,60,30,95,0,0,,,,,fragmented,,
2011,Mixing Bowl ,44,,,,,,,agaspp,20,20,10,0,0,5,,,,,,,
2011,Mixing Bowl ,45,,,,,,,monfav,60,30,15,0,0,0,,,,,,,
2011,Mixing Bowl ,46,,,,,,,porast,20,15,10,0,0,0,,,,,,,
2011,Mixing Bowl ,47,,,,,,,porast,35,30,20,30,0,5,,,,,red/cyan,,
2011,Mixing Bowl ,48,,,,,,,moncav,10,30,10,40,0,0,,,,,,,
2011,Mixing Bowl ,49,,,,,,,porpor,5,5,5,0,0,0,,,,,,,
2011,Mixing Bowl ,50,,,,,,,agaspp,5,5,1,0,0,0,,,,,,,
2011,Mixing Bowl ,51,,,,,,,porast,20,15,20,60,0,0,,,,,,,
2011,Mixing Bowl ,52,,,,,,,monfra,50,40,40,40,0,0,,,,,,,
2011,Mixing Bowl ,53,,,,,,,moncav,40,40,50,20,0,0,,,,,,,
2011,Mixing Bowl ,54,,,,,,,steint,40,30,40,30,0,0,,,,,,,
2011,Mixing Bowl ,55,,,,,,,monfav,30,30,10,0,0,0,,,p,,80% pale,,
2011,Mixing Bowl ,56,,,,,,,agaspp,20,20,10,20,0,0,,,,,,,
2011,Mixing Bowl ,57,,,,,,,moncav,40,30,30,0,0,0,,,,,,,
2011,Mixing Bowl ,58,,,,,,,meamea,30,30,20,100,0,0,,,p,,pale?,,
2011,Mixing Bowl ,59,,,15.5,,,15.5,monfra,30,25,20,15,0,0,,,,,,,
2011,Mixing Bowl ,60,EC,4,13.8,290,0,19.43661972,monfav,20,15,30,0,0,0,,,PB,,5%pb,,
2011,Mixing Bowl ,61,,,,,,,monfav,35,20,25,0,5,0,,,pb,,holes + pb10%,,
2011,Mixing Bowl ,62,,,,,,,agaspp,35,20,30,0,0,0,,,,,,,
2011,Mixing Bowl ,63,,,,,,,monfav,55,42,20,0,30,0,,,,,,,
2011,Mixing Bowl ,64,,,,,,,agaspp,20,10,15,0,0,0,,,,,,,
2011,Mixing Bowl ,65,,,,,,,sidsid,45,30,25,0,0,0,,,,,,,
2011,Mixing Bowl ,66,,,,,,,agaspp,35,20,35,0,0,0,,,,,,,
2011,Mixing Bowl ,67,,,,,,,monfav,20,15,3,0,0,0,,,,,,,
2011,Mixing Bowl ,68,,,,,,,monann,25,20,1,0,5,0,,,,,,,
2011,Mixing Bowl ,69,,,,,,,porpor,20,15,10,0,10,0,,,,,,,
2011,Mixing Bowl ,70,,,,,,,monann,25,20,2,0,5,0,,,pb,,,,
2011,Mixing Bowl ,71,,,,,,,pordiv,40,30,10,0,0,0,,,,,,,
2011,Mixing Bowl ,72,,,,,,,moncav,35,25,20,0,1,0,,,,,Hole,,
2011,Mixing Bowl ,73,,,,,,,pordiv,70,60,20,0,0,0,,,,,,,
2011,Mixing Bowl ,74,,,14,,,14,monfav,20,15,10,0,0,0,,,,,,,
2011,Mixing Bowl ,75,EC,5,13.6,175,0,16.48484848,agaspp,20,15,20,20,0,0,,,,,,,
2011,Mixing Bowl ,76,,,,,,,moncav,20,20,10,30,0,0,,,,,,,
2011,Mixing Bowl ,77,,,,,,,agaspp,20,15,25,20,0,5,,,,,,,
2011,Mixing Bowl ,78,,,,,,,porfur,50,40,15,70,0,0,,,,,,,
2011,Mixing Bowl ,79,,,,,,,sidsid,30,30,25,0,0,0,,,p,,100%p,,
2011,Mixing Bowl ,80,,,,,,,agaspp,20,25,3,0,0,2,,,,,,,
2011,Mixing Bowl ,81,,,,,,,agaspp,15,2,20,5,0,5,DS,,,,,,
2011,Mixing Bowl ,82,,,,,,,porast,25,20,25,0,0,0,,,,,,,
2011,Mixing Bowl ,83,,,,,,,agaspp,25,5,20,10,0,0,,,,,,,
2011,Mixing Bowl ,84,,,,,,,agaspp,12,5,5,0,5,0,,,,,,,
2011,Mixing Bowl ,85,,,,,,,monfav,55,25,30,60,0,0,,,,,,,
2011,Mixing Bowl ,86,,,14.1,,,14.1,monfav,20,20,5,0,0,5,,,pb,,50%,,
2011,Mixing Bowl ,87,EC,6,12.6,190,0,15.55555556,porpor,20,5,5,20,0,0,,,,,,,
2011,Mixing Bowl ,88,,,,,,,agaspp,10,10,1,0,0,0,,,,,,,
2011,Mixing Bowl ,89,,,,,,,sidsid,10,5,2,0,0,0,,,,,,,
2011,Mixing Bowl ,90,,,,,,,porfur,40,50,20,50,0,0,,,,,,,
2011,Mixing Bowl ,91,,,,,,,monann,20,5,10,40,0,0,,,,,,,
2011,Mixing Bowl ,92,,,,,,,moncav,15,20,5,0,0,0,,,,,,,
2011,Mixing Bowl ,93,,,,,,,agaspp,5,5,2,0,0,0,,,pb,,2%pb,,
2011,Mixing Bowl ,94,,,,,,,diplab,5,5,5,0,0,0,,,,,,,
2011,Mixing Bowl ,95,,,,,,,monann,30,20,5,10,0,0,,,pb,,5%pb,,
2011,Mixing Bowl ,96,,,19.8,,,,agaspp,15,12,5,0,0,0,DS,,,,30%,,
2011,Paul's Anchor ,1,1,EC,15.6,220,0,20,sidsid,10,5,5,2,0,10,,,,,,,
2011,Paul's Anchor ,2,,,,,,,myclam,15,10,10,2,0,0,,,,,,,
2011,Paul's Anchor ,3,,,,,,,porpor,30,20,20,25,0,0,,,,,,,
2011,Paul's Anchor ,4,,,,,,,agaspp,25,15,4,20,0,10,,,,,,,
2011,Paul's Anchor ,5,,,,,,,agaspp,22,3,13,10,0,0,,,,,,,
2011,Paul's Anchor ,6,,,,,,,agaspp,8,6,5,0,0,0,DS,,,40%,,,
2011,Paul's Anchor ,7,,,,,,,myclam,10,8,3,0,0,0,,,,,,,
2011,Paul's Anchor ,8,,,,,,,monann,20,10,3,0,0,0,,,,,,,
2011,Paul's Anchor ,9,,,,,,,agaspp,31,20,5,0,0,10,ds,,,30%,,,
2011,Paul's Anchor ,10,,,,,,,steint,22,13,21,10,0,0,,,,,,,
2011,Paul's Anchor ,11,,,,,,,agaspp,10,4,2,0,0,0,,,,,,,
2011,Paul's Anchor ,12,,,,,,,dicsto,22,20,3,0,0,0,,,,,,,
2011,Paul's Anchor ,13,,,,,,,porast,5,4,12,30,0,0,,,,,,,
2011,Paul's Anchor ,14,,,,,,,monfra,40,15,35,20,0,0,,,,,,,
2011,Paul's Anchor ,15,,,,,,,sidsid,17,15,40,0,0,0,,,,,,,
2011,Paul's Anchor ,16,,,14.6,,,14.6,moncav,42,40,60,5,0,0,,,,,,,
2011,Paul's Anchor ,17,2,EC,15.9,240,40,20.92105263,moncav,40,30,40,0,0,0,,,,,,,
2011,Paul's Anchor ,18,,,,,,,agaspp,10,5,2,0,0,10,,,,,,,
2011,Paul's Anchor ,19,,,,,,,porpor,22,15,5,40,0,0,,,,,,,
2011,Paul's Anchor ,20,,,,,,,moncav,35,20,27,0,0,10,,,,,,,
2011,Paul's Anchor ,21,,,,,,,monann,42,40,40,50,0,0,,,,,fragmented,,
2011,Paul's Anchor ,22,,,,,,,steint,15,4,1,0,0,0,,,,,,,
2011,Paul's Anchor ,23,,,,,,,sidsid,11,5,3,0,0,20,,,,,1,,
2011,Paul's Anchor ,24,,,,,,,agaspp,5,4,3,0,0,0,,,,,,,
2011,Paul's Anchor ,25,,,,,,,monfav,12,5,3,0,0,0,,,,,,,
2011,Paul's Anchor ,26,,,,,,,monann,32,20,17,10,5,0,,,,,,,
2011,Paul's Anchor ,27,,,,,,,monann,25,20,15,0,0,0,,,,,,,
2011,Paul's Anchor ,28,,,,,,,myclam,10,5,3,0,0,0,,,,Disoloration30,,,
2011,Paul's Anchor ,29,,,15.4,,,15.4,monann,31,22,12,0,0,0,,,pb,2,,,
2011,Paul's Anchor ,30,3,EC,17.3,225,0,22.32258065,monann,30,22,10,50,0,0,ds,,,20,,,
2011,Paul's Anchor ,31,,,,,,,monann,60,55,40,60,0,0,,,,,,,
2011,Paul's Anchor ,32,,,,,,,agaspp,20,15,10,0,0,0,,,,,,,
2011,Paul's Anchor ,33,,,,,,,porpor,12,5,10,0,0,0,,,,,,,
2011,Paul's Anchor ,34,,,,,,,monfav,40,15,4,70,0,0,,,,,,,
2011,Paul's Anchor ,35,,,,,,,agaspp,10,5,3,0,0,0,,,,,,,
2011,Paul's Anchor ,36,,,,,,,monfav,50,35,4,30,0,0,,,,,,,
2011,Paul's Anchor ,37,,,,,,,steint,45,15,12,30,0,0,,,,,,,
2011,Paul's Anchor ,38,,,,,,,porfur,30,4,5,30,0,0,,,,,,,
2011,Paul's Anchor ,39,,,,,,,porfur,35,10,5,60,0,0,,,,,,,
2011,Paul's Anchor ,40,,,,,,,agaspp,20,15,8,0,0,0,,,,,,,
2011,Paul's Anchor ,41,,,,,,,monfra,35,32,5,10,0,0,,,,,,,
2011,Paul's Anchor ,42,,,,,,,steint,20,12,2,0,0,0,,,,,,,
2011,Paul's Anchor ,43,,,,,,,madspp,5,2,5,0,0,0,,,,,,,
2011,Paul's Anchor ,44,,,,,,,agaspp,20,15,2,0,0,0,,,,,,,
2011,Paul's Anchor ,45,,,,,,,monann,40,25,5,40,0,0,,,,,,,
2011,Paul's Anchor ,46,,,,,,,agaspp,30,10,25,0,0,0,ds,,,10,,,
2011,Paul's Anchor ,47,,,,,,,dipstr,80,60,10,20,0,0,,,,,,,
2011,Paul's Anchor ,48,,,18,,,18,monann,60,50,40,30,0,0,,,,,,,
2011,Paul's Anchor ,49,4,EC,14,190,20,17.28395062,sidsid,30,30,20,0,0,0,,,,,,,
2011,Paul's Anchor ,50,,,,,,,monfav,20,12,5,0,0,0,,,,,,,
2011,Paul's Anchor ,51,,,,,,,agaspp,30,22,15,0,0,0,ds,,,,5%,,
2011,Paul's Anchor ,52,,,,,,,agaspp,11,5,2,0,0,0,,,,,,,
2011,Paul's Anchor ,53,,,,,,,sidsid,31,27,12,60,0,5,,,pb,,1%,,
2011,Paul's Anchor ,54,,,,,,,agaspp,12,5,4,0,0,0,ds,,,,10%,,
2011,Paul's Anchor ,55,,,,,,,agaspp,20,13,2,40,0,10,,,,,,,
2011,Paul's Anchor ,56,,,,,,,agaspp,30,22,3,10,0,10,,,,,,,
2011,Paul's Anchor ,57,,,,,,,monfra,22,17,3,20,0,10,,,,,,,
2011,Paul's Anchor ,58,,,,,,,porfur,12,10,3,50,0,0,,,,,,,
2011,Paul's Anchor ,59,,,13,,,13,monann,34,28,30,5,0,0,,,,,,,
2011,Paul's Anchor ,60,5,EC,11.2,165,0,13.41317365,agaspp,12,5,4,0,0,0,ds,,,,20%,,
2011,Paul's Anchor ,61,,,,,,,porast,20,18,4,0,0,2,,,,,,,
2011,Paul's Anchor ,62,,,,,,,monfra,20,14,31,0,0,15,,,,,,,
2011,Paul's Anchor ,63,,,,,,,agaspp,30,25,22,70,0,15,ds,,,,45%,,
2011,Paul's Anchor ,64,,,,,,,diplab,50,30,20,0,0,0,,,,1,,,
2011,Paul's Anchor ,65,,,,,,,agaspp,20,20,4,0,0,20,,,,,,,
2011,Paul's Anchor ,66,,,,,,,agaspp,12,7,5,0,0,0,ds,,,,10%,,
2011,Paul's Anchor ,67,,,,,,,porast,10,10,5,0,0,0,,,,,,,
2011,Paul's Anchor ,68,,,10,,,10,diplab,22,20,20,10,0,5,,,,,,,
2011,Paul's Anchor ,69,6,EC,10,170,30,12.04819277,monfav,40,40,10,60,0,0,,,,,,,
2011,Paul's Anchor ,70,,,8,,,8,moncav,55,50,40,65,0,0,,,,,,,
2011,Paul's Anchor ,71,,,,,,,monann,30,22,4,60,0,0,,,,,,,
2011,Paul's Anchor ,72,,,,,,,porfur,10,5,3,20,0,0,,,,,,,
2011,Paul's Anchor ,73,,,,,,,steint,12,4,13,0,0,0,,,,,,,
2011,Paul's Anchor ,74,,,,,,,porfur,16,12,5,0,0,0,,,,,,,
2011,Paul's Anchor ,75,,,,,,,moncav,19,18,15,15,0,0,,,,,,,
2011,Paul's Anchor ,76,,,,,,,sidsid,30,28,15,0,0,5,,,,,,,
2011,Paul's Anchor ,77,,,,,,,agaspp,15,5,3,0,0,0,ds,,,,5%,,
2011,Paul's Anchor ,78,,,,,,,moncav,22,21,37,20,0,0,,,,,,,
2011,Sailfin ,1,EC,1,10,120,15,11.36363636,agaspp,40,20,3,30,0,0,,,,,,,
2011,Sailfin ,2,,,,,,,agaspp,20,3,30,0,0,0,,,,,,,
2011,Sailfin ,3,,,,,,,sidsid,45,45,35,10,0,0,,,,,,,
2011,Sailfin ,4,,,,,,,sidsid,50,30,20,80,0,10,ds,,,,20%,,
2011,Sailfin ,5,,,,,,,agaspp,50,10,20,10,0,0,,,,,,,
2011,Sailfin ,6,,,,,,,steint,17,5,1,0,0,0,,,,,,,
2011,Sailfin ,7,,,,,,,steint,10,5,1,70,0,0,ds,,,,10%,,
2011,Sailfin ,8,,,10.7,,,10.7,agaspp,40,25,27,40,0,0,,,,,,,
2011,Sailfin ,9,EC,2,9.8,175,10,11.87878788,agaspp,15,6,3,60,0,0,,,,,,,
2011,Sailfin ,10,,,,,,,monann,45,30,40,80,0,0,,,,,,,
2011,Sailfin ,11,,,,,,,porast,27,20,1,0,0,0,,,,,,,
2011,Sailfin ,12,,,,,,,monfav,80,110,90,30,0,10,,,,1,,,
2011,Sailfin ,13,,,,,,,porpor,20,12,10,40,0,0,,,,,,,
2011,Sailfin ,14,,,,,,,agaspp,30,20,20,50,0,0,,,,,,,
2011,Sailfin ,15,,,,,,,porpor,30,20,12,60,0,0,,,,,,,
2011,Sailfin ,16,,,8,,,8,agaspp,35,25,20,30,0,20,ds,,,1,20%ds,,
2011,Sailfin ,17,EC,3,7.1,130,30,8.16091954,monann,110,90,20,60,0,0,,,pb,,2%pb,,
2011,Sailfin ,18,,,,,,,monfav,65,35,20,20,0,0,,,,,,,
2011,Sailfin ,19,,,,,,,monann,210,200,140,80,0,0,,,,,"10%rc, red cyan",,
2011,Sailfin ,20,,,,,,,sidsid,25,15,20,10,0,0,,,pb,,10%pb,,
2011,Sailfin ,21,,,,,,,monfav,40,20,10,0,0,0,,,,,5% rc,,
2011,Sailfin ,22,,,,,,,monfav,30,5,3,5,0,0,,,,,,,
2011,Sailfin ,23,CM,4,9.4,195,40,11.67701863,agaspp,40,40,35,25,2,0,ds,,,,5%ds,,
2011,Sailfin ,24,,,,,,,agaspp,40,30,35,10,0,0,ds,,,,5%ds,,
2011,Sailfin ,25,,,,,,,porpor,20,15,5,0,0,0,,,,,,,
2011,Sailfin ,26,,,,,,,monann,20,15,5,0,0,0,,,,,,,
2011,Sailfin ,27,,,,,,,agaspp,40,15,25,80,0,5,,,,,,,
2011,Sailfin ,28,,,,,,,agaspp,10,5,5,0,0,0,,,,,,,
2011,Sailfin ,29,,,,,,,porpor,5,5,3,0,0,0,,,,,,,
2011,Sailfin ,30,,,,,,,agaspp,25,20,10,0,0,0,,,,,,,
2011,Sailfin ,31,,,,,,,agaspp,40,20,15,20,0,0,,,,,,,
2011,Sailfin ,32,,,,,,,monann,25,20,30,40,0,0,,,,,,,
2011,Sailfin ,33,,,,,,,porpor,25,20,10,40,0,0,,,,,,,
2011,Sailfin ,34,,,,,,,porast,5,5,5,0,0,0,,,,,,,
2011,Sailfin ,35,,,,,,,agaspp,25,20,10,0,0,0,,,,,,,
2011,Sailfin ,36,,,,,,,monann,100,40,40,50,0,0,,,,,,,
2011,Sailfin ,37,,,,,,,monann,120,40,40,20,0,0,,,p,,100%p,,
2011,Sailfin ,38,,,,,,,agaspp,35,30,20,40,0,0,,,p,,100%p,,
2011,Sailfin ,39,,,,,,,agaspp,30,20,20,0,0,0,,,,,,,
2011,Sailfin ,40,,,,,,,sidsid,35,30,20,25,0,0,ds,,,,5%ds,,
2011,Sailfin ,41,,,,,,,myclam,10,10,5,0,0,0,,,,,,,
2011,Sailfin ,42,,,10.6,,,10.6,porpor,30,20,5,0,0,0,,,,,,,
2011,Sailfin ,43,CM,5,9.1,220,30,11.66666667,agaspp,30,30,20,50,0,0,,,,,,,
2011,Sailfin ,44,,,,,,,agaspp,50,30,30,0,5,0,ds,,,,coralivore,,
2011,Sailfin ,45,,,,,,,porast,5,10,5,20,0,0,,,,,,,
2011,Sailfin ,46,,,,,,,styspp,20,10,2,0,0,0,,,,,,,
2011,Sailfin ,47,,,,,,,agaspp,30,20,5,0,0,0,,,,,,,
2011,Sailfin ,48,,,,,,,agaspp,30,25,20,5,0,0,ds,,,,,,
2011,Sailfin ,49,,,,,,,agaspp,30,20,10,80,0,0,,,p,,100%,,
2011,Sailfin ,50,,,,,,,porpor,30,20,20,5,0,0,,,,,,,
2011,Sailfin ,51,,,,,,,agaspp,40,30,10,20,5,0,,,,,coralivore,,
2011,Sailfin ,52,,,,,,,porpor,25,20,20,0,0,10,,,,,,,
2011,Sailfin ,53,,,,,,,agaspp,5,5,2,5,0,0,,,,,,,
2011,Sailfin ,54,,,,,,,porpor,20,15,5,10,0,0,,,,,branching,,
2011,Sailfin ,55,,,,,,,eusfas,10,5,5,20,0,0,,,,,,,
2011,Sailfin ,56,,,,,,,agaspp,25,30,20,30,0,0,ds,,,,,,
2011,Sailfin ,57,,,,,,,monfav,60,30,30,10,0,0,,,,,,,
2011,Sailfin ,58,,,,,,,diplab,10,5,5,0,0,0,,,,,,,
2011,Sailfin ,59,,,,,,,porpor,5,5,2,10,0,0,,,,,,,
2011,Sailfin ,60,,,,,,,agaspp,20,15,10,0,0,0,ds,,,,,,
2011,Sailfin ,61,,,9.4,,,9.4,monann,20,10,10,0,0,0,,,,,,,
2011,Sailfin ,62,CM,6,8.5,185,10,10.42944785,agaspp,10,5,5,0,0,0,,,,,,,
2011,Sailfin ,63,,,,,,,monann,15,15,20,20,0,0,,,,,,,
2011,Sailfin ,64,,,,,,,porpor,20,10,10,0,0,0,,,,,,,
2011,Sailfin ,65,,,,,,,porast,40,25,20,0,0,0,,,,,,,
2011,Sailfin ,66,,,,,,,monann,60,40,25,70,0,0,,,,,,,
2011,Sailfin ,67,,,,,,,monann,30,20,20,15,0,0,,,p,,100%p,,
2011,Sailfin ,68,,,,,,,monfav,40,30,10,40,0,0,,,,,,,
2011,Sailfin ,69,,,,,,,musspp,10,8,2,0,0,0,,,,,,,
2011,Sailfin ,70,,,,,,,diplab,5,5,5,0,0,0,,,,,,,
2011,Sailfin ,71,,,,,,,agaspp,5,5,5,0,0,0,,,,,,,
2011,Sailfin ,72,,,,,,,porast,5,5,2,0,0,0,,,,,,,
2011,Sailfin ,73,,,,,,,agaspp,20,25,15,10,0,0,,,,,,,
2011,Sailfin ,74,,,,,,,porpor,30,30,10,0,0,0,,,,,,,
2011,Sailfin ,75,,,,,,,agaspp,25,20,20,40,0,0,ds,,,,,,
2011,Sailfin ,76,,,,,,,agaspp,40,10,10,80,0,0,,,,,,,
2011,Sailfin ,77,,,,,,,porast,10,10,5,10,0,0,,,,,,,
2011,Sailfin ,78,,,,,,,porast,5,5,5,10,0,0,,,,,,,
2011,Sailfin ,79,,,,,,,agaspp,15,15,20,0,0,0,,,p,,100%,,
2011,Sailfin ,80,,,,,,,monann,50,40,40,50,0,0,,,,,,,
2011,Sailfin ,81,,,,,,,sidsid,30,30,10,0,0,0,,,p,,blue 100%,,
2011,Sailfin ,82,,,8.2,,,,agaspp,30,10,20,0,0,20,ds,,,,10%ds,,
2011,Snap Shot ,1,EC,1,8.6,150,110,10.11764706,sidsid,25,20,10,0,0,0,,,pb,,10%,,
2011,Snap Shot ,2,,,,,,,porast,20,10,2,40,0,5,,,,,,,
2011,Snap Shot ,3,,,,,,,porast,25,20,3,0,0,0,,,pb,,50%,,
2011,Snap Shot ,4,,,,,,,porast,5,6,5,0,0,0,,,,,,,
2011,Snap Shot ,5,,,,,,,diplab,45,40,50,95,0,0,,,pb,,5%,,
2011,Snap Shot ,6,,,,,,,porast,10,2,2,0,0,0,,,pb,,15%,,
2011,Snap Shot ,7,,,,,,,porpor,45,30,25,30,0,10,,,,,,,
2011,Snap Shot ,8,,,,,,,agaspp,7,5,30,5,0,5,,,,,,,
2011,Snap Shot ,9,,,8.7,,,8.7,monfav,55,20,8,40,0,0,,,,,,,
2011,Snap Shot ,10,EC,2,8.6,110,210,9.662921348,diplab,30,28,4,2,0,0,,,,,,,
2011,Snap Shot ,11,,,,,,,porast,7,6,3,0,0,0,,,,,,,
2011,Snap Shot ,12,,,,,,,porast,8,7,3,0,0,5,,,,,,,
2011,Snap Shot ,13,,,,,,,porast,28,21,5,10,0,0,,,,,,,
2011,Snap Shot ,14,,,,,,,porast,7,5,2,5,0,0,,,,,,,
2011,Snap Shot ,15,,,,,,,agaspp,23,20,30,85,0,0,,,,,,,
2011,Snap Shot ,16,,,,,,,monfav,20,7,5,20,0,0,,,,,,,
2011,Snap Shot ,17,,,,,,,monfra,5,4,22,40,0,0,,,,,,,
2011,Snap Shot ,18,,,,,,,sidsid,10,5,3,30,0,0,,,,,,,
2011,Snap Shot ,19,,,,,,,porast,30,15,3,0,0,0,,,,,,,
2011,Snap Shot ,20,EC,3,8.4,160,120,10,porast,5,4,3,0,0,0,,,,,,,
2011,Snap Shot ,21,,,,,,,agaspp,22,5,9,30,0,5,ds,,,,20%ds,,
2011,Snap Shot ,22,,,,,,,porast,22,20,3,0,0,0,,,,,,,
2011,Snap Shot ,23,,,,,,,agaspp,8,7,5,0,0,0,,,,,,,
2011,Snap Shot ,24,,,,,,,porast,20,7,5,0,0,0,,,,,,,
2011,Snap Shot ,25,,,,,,,monfav,75,110,120,30,0,5,,,,,,,
2011,Snap Shot ,26,,,,,,,porast,20,7,6,0,0,0,,,,,,,
2011,Snap Shot ,27,,,7.3,,,7.3,agaspp,8,5,6,10,0,10,,,,,,,
2011,Snap Shot ,28,CM,4,9.7,115,110,10.96045198,porast,30,25,10,5,0,0,,,,,,,
2011,Snap Shot ,29,,,,,,,porast,15,15,10,0,0,0,,,,,,,
2011,Snap Shot ,30,,,,,,,porast,20,20,5,10,0,0,,,,,,,
2011,Snap Shot ,31,,,,,,,monann,50,40,40,50,0,0,,,,,,,
2011,Snap Shot ,32,,,,,,,sidsid,50,40,20,30,0,0,,,,,,,
2011,Snap Shot ,33,,,,,,,agaspp,20,10,5,0,0,0,,,,,,,
2011,Snap Shot ,34,,,,,,,monann,30,25,15,0,0,0,,,,,,,
2011,Snap Shot ,35,,,,,,,porast,10,5,2,0,0,0,,,,,,,
2011,Snap Shot ,36,,,,,,,agaspp,5,5,2,0,0,0,,,,,,,
2011,Snap Shot ,37,,,,,,,agaspp,30,20,20,40,0,0,,,,,,,
2011,Snap Shot ,38,,,,,,,agaspp,15,15,10,0,0,0,,,,,,,
2011,Snap Shot ,39,,,,,,,agaspp,30,20,20,10,0,0,,,,,,,
2011,Snap Shot ,40,,,,,,,porast,5,5,2,20,0,0,,,,,,,
2011,Snap Shot ,41,,,,,,,porast,20,10,5,5,0,0,,,,,,,
2011,Snap Shot ,42,,,,,,,agaspp,20,10,10,20,0,0,,,,,,,
2011,Snap Shot ,43,,,,,,,agaspp,15,5,10,5,0,0,wp,,,,less than 5%wp,,
2011,Snap Shot ,44,,,,,,,porast,15,15,10,0,0,0,,,,,,,
2011,Snap Shot ,45,,,,,,,porast,5,5,5,0,0,20,wp,,,,,,
2011,Snap Shot ,46,,,7.3,,,7.3,porast,30,30,10,80,0,0,,,,,,,
2011,Snap Shot ,47,CM,5,9.1,250,0,12.13333333,porast,10,10,10,5,0,0,,,,,,,
2011,Snap Shot ,48,,,,,,,porast,5,5,2,0,0,0,,,,,,,
2011,Snap Shot ,49,,,,,,,porpor,20,15,10,0,0,0,,,,,,,
2011,Snap Shot ,50,,,,,,,sidsid,60,50,30,30,0,0,,,,,,,
2011,Snap Shot ,51,,,,,,,porast,25,20,10,0,0,0,,,,,,,
2011,Snap Shot ,52,,,,,,,moncav,5,5,10,0,0,0,,,,,,,
2011,Snap Shot ,53,,,,,,,porast,30,30,10,10,0,0,,,,,,,
2011,Snap Shot ,54,,,,,,,agaspp,10,10,10,0,0,0,,,,,,,
2011,Snap Shot ,55,,,,,,,porast,5,5,5,0,0,0,,,,,,,
2011,Snap Shot ,56,,,,,,,porast,10,5,5,0,0,0,,,,,,,
2011,Snap Shot ,57,,,,,,,monann,50,40,30,5,2,0,,,,,,,
2011,Snap Shot ,58,,,,,,,agaspp,40,30,20,40,0,0,,,,,,,
2011,Snap Shot ,59,,,,,,,agaspp,30,25,20,0,0,0,,,,,,,
2011,Snap Shot ,60,,,,,,,sidsid,30,30,20,0,0,0,,,p,,p100%,,
2011,Snap Shot ,61,,,,,,,monann,50,50,20,60,0,0,,,,,,,
2011,Snap Shot ,62,,,,,,,porpor,80,50,30,5,0,0,,,,,,,
2011,Snap Shot ,63,,,,,,,porpor,15,15,10,0,0,0,,,,,,,
2011,Snap Shot ,64,CM,6,8.5,280,0,11.80555556,porast,40,30,10,0,0,0,,,p,,p100%,,
2011,Snap Shot ,65,,,,,,,agaspp,10,5,5,0,0,0,,,,,,,
2011,Snap Shot ,66,,,,,,,porast,30,20,5,0,0,0,,,,,,,
2011,Snap Shot ,67,,,,,,,porast,10,10,10,10,0,0,,,,,,,
2011,Snap Shot ,68,,,,,,,porast,20,20,5,10,0,0,,,,,fish bites,,
2011,Snap Shot ,69,,,,,,,monfav,100,80,40,80,5,0,,,,,,,
2011,Snap Shot ,70,,,,,,,sidsid,20,10,5,0,0,0,,,PB,,50%pb,,
2011,Snap Shot ,71,,,,,,,porast,20,20,5,0,0,0,,,,,,,
2011,Snap Shot ,72,,,,,,,agaspp,5,5,2,0,0,0,,,,,,,
2011,Snap Shot ,73,,,,,,,monann,60,20,20,80,0,5,,,,,,,
2011,Snap Shot ,74,,,,,,,monfav,150,140,110,40,5,0,,,,,,,
2011,Snap Shot ,75,,,,,,,sidsid,20,20,5,20,0,0,,,,,,,
2011,Snap Shot ,76,,,,,,,dicsto,30,20,5,0,0,0,,,,,,,
2011,Snap Shot ,77,,,,,,,moncav,40,30,30,0,0,0,,,,,,,
2011,Snap Shot ,78,,,,,,,porast,20,20,10,10,0,0,,,,,,,
