Year,Month,Day,Site,Depth,Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Area_surveyed,Disease_y_n,Disease_type,pale_perc,pale_bleached_perc,bleached_perc,new_mortality,trans_mortality,old_mortality,total_SA_dead,total_live__SA,,
2022,September,3,Grundys,29,1,ZP,mcav,Montastraea,cavernosa,20.00,20.00,1.00,62.83185307,,,,,,,,,,0,62.83185307,,
2022,September,3,Grundys,29,1,ZP,ssid,Siderastrea,siderea,40.00,40.00,15.00,1884.955592,,,,,,,,,,0,1884.955592,,
2022,September,3,Grundys,29,1,ZP,aaga,Agaricia,agaricites,8.00,5.00,5.00,102.1017612,,,,,,,,,,0,102.1017612,,
2022,September,3,Grundys,29,1,ZP,ssid,Siderastrea,siderea,80.00,50.00,30.00,6126.105675,,,,,,,,,40,2450.44227,3675.663405,,
2022,September,3,Grundys,29,1,ZP,aaga,Agaricia,agaricites,30.00,30.00,30.00,2827.433388,,,,,,,,,,0,2827.433388,,
2022,September,3,Grundys,29,1,ZP,cnat,Colpophyllia,natans,60.00,50.00,2.00,345.5751919,,,,,,,,,,0,345.5751919,,
2022,September,3,Grundys,29,1,ZP,aaga,Agaricia,agaricites,8.00,8.00,3.00,75.39822369,,,,,,,,,10,7.539822369,67.85840132,,
2022,September,3,Grundys,29,1,ZP,aaga,Agaricia,agaricites,12.00,12.00,5.00,188.4955592,,,,,,,,,,0,188.4955592,,
2022,September,3,Grundys,29,1,ZP,ofav,Orbicella,faveolata,17.00,17.00,9.00,480.663676,,,,,,,,,10,48.0663676,432.5973084,,
2022,September,3,Grundys,29,1,ZP,aaga,Agaricia,agaricites,8.00,8.00,3.00,75.39822369,,,,,,,,,,0,75.39822369,,
2022,September,3,Grundys,29,1,ZP,past,Porites,astreoides,20.00,20.00,2.00,125.6637061,,,,,,,,,,0,125.6637061,,
2022,September,3,Grundys,29,1,ZP,isin,Isophyllia,sinuosa,21.00,24.00,1.00,70.68583471,,,,,,,,,50,35.34291735,35.34291735,,
2022,September,3,Grundys,29,1,ZP,isin,Isophyllia,sinuosa,8.00,9.00,1.00,26.70353756,,,,,,,,,,0,26.70353756,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,6.00,4.00,4.00,62.83185307,,,,,,,,,,0,62.83185307,,
2022,September,3,Westpoint,39,1,ZP,mil,#N/A,#N/A,6.00,1.00,15.00,164.9336143,,,,,,,,,,0,164.9336143,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,27.00,17.00,6.00,414.6902303,,,,,,,,,,0,414.6902303,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,8.00,8.00,5.00,125.6637061,,,,,,,,,,0,125.6637061,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,15.00,10.00,3.00,117.8097245,,,,,,,,,,0,117.8097245,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,16.00,14.00,6.00,282.7433388,,,,,,,,,,0,282.7433388,,
2022,September,3,Westpoint,39,1,ZP,srad,Siderastrea,radians,15.00,10.00,3.00,117.8097245,,,,,,,,,,0,117.8097245,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,8.00,20.00,6.00,263.8937829,,,,,,,,,,0,263.8937829,,
2022,September,3,Westpoint,39,1,ZP,ofav,Orbicella,faveolata,16.00,12.00,17.00,747.6990516,,,,,,,,,,0,747.6990516,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,8.00,6.00,2.00,43.98229715,,,,,,,,,,0,43.98229715,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,37.00,50.00,30.00,4099.778413,,,,,,,,,,0,4099.778413,,
2022,September,3,Westpoint,39,1,ZP,ppor,Porites,porites,22.00,20.00,22.00,1451.415806,,,,,,,,,,0,1451.415806,,
