year,site,observ,transect,depth,percent_cover,Coral Spp.,surface_area,perc_old,perc_new,,,
2009,Grundys  Gardens ,CD,2,10.5,0.16,PAST,452,0,0,,,
2009,Grundys  Gardens ,CD,2,10.5,0.16,PDIV,88,0,0,,,
2009,Grundys  Gardens ,CD,2,10.5,0.16,AAGA,942,20,0,,,
2009,Grundys  Gardens ,CD,2,10.5,0.16,OANN,9425,50,0,,,
2009,Grundys  Gardens ,CD,2,10.5,0.16,OANN,5027,25,0,,,
2009,Grundys  Gardens ,CD,2,10.5,0.16,OFAV,7540,10,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,OANN,691,0,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,OANN,283,0,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,AAGA,2513,0,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,OANN,283,5,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,PPOR,660,0,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,OFAV,9425,10,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,PPOR,1649,0,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,OANN,1571,0,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,OANN,490,0,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,CNAT,6597,0,0,,,
2009,Grundys  Gardens ,CD,3,9,0.15,PPOR,415,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,OFRA,4712,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,AAGA,1131,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,OANN,4712,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,AAGA,94,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,AAGA,1571,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,OANN,47752,20,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,OANN,12723,1,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,OFRA,2513,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,AAGA,424,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,OFAV,314,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,AAGA,308,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,AAGA,302,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,AAGA,311,0,0,,,
2009,Grundys  Gardens ,CD,4,10,0.33,AGAR,1414,0,0,,,
2009,Grundys  Gardens ,CD,5,10.4,0.17,SSID,785,5,0,,,
2009,Grundys  Gardens ,CD,5,10.4,0.17,OANN,471,0,0,,,
2009,Grundys  Gardens ,CD,5,10.4,0.17,OFAV,236,30,0,,,
2009,Grundys  Gardens ,CD,5,10.4,0.17,SSID,4948,0,0,,,
2009,Grundys  Gardens ,CD,5,10.4,0.17,AAGA,942,0,0,,,
2009,Grundys  Gardens ,CD,5,10.4,0.17,OANN,1414,0,0,,,
2009,Grundys  Gardens ,CD,5,10.4,0.17,OANN,4712,40,0,,,
2009,Grundys  Gardens ,CD,6,9.2,0.16,AAGA,1382,20,0,,,
2009,Grundys  Gardens ,CD,6,9.2,0.16,OANN,11310,30,0,,,
2009,Grundys  Gardens ,CD,6,9.2,0.16,OANN,10053,30,0,,,
2009,Grundys  Gardens ,CD,6,9.2,0.16,OANN,801,5,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,OFAV,10996,10,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,OANN,368,0,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,OFAV,220,0,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,OFAV,1885,30,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,OFAV,3770,30,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,AAGA,176,0,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,PPOR,509,0,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,AAGA,942,0,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,SSID,6283,0,0,,,
2009,Grundys  Gardens ,CD,7,11.2,0.22,SSID,1178,5,0,,,
2009,RichardsReef,CD,1,9,0.05,OFAV,0,0,0,,,
2009,RichardsReef,CD,1,9,0.05,HCUC,0,0,0,,,
2009,RichardsReef,CD,1,9,0.05,AAGA,679,0,0,,,
2009,RichardsReef,CD,1,9,0.05,PAST,85,10,0,,,
2009,RichardsReef,CD,2,9.6,0.12,APAL,25133,1,0,,,
2009,RichardsReef,CD,2,9.6,0.12,AAGA,707,10,0,,,
2009,RichardsReef,CD,2,9.6,0.12,OFRA,1414,0,0,,,
2009,RichardsReef,CD,2,9.6,0.12,OFAV,1602,0,0,,,
2009,RichardsReef,CD,2,9.6,0.12,AAGA,613,0,0,,,
2009,RichardsReef,CD,2,9.6,0.12,OFRA,1257,0,0,,,
2009,RichardsReef,KW,3,10,0.33,ISIN,308,0,0,,,
2009,RichardsReef,KW,3,10,0.33,AHUM,0,0,0,,,
2009,RichardsReef,KW,3,10,0.33,PSTR,13195,10,0,,,
2009,RichardsReef,KW,3,10,0.33,AHUM,1495,0,0,,,
2009,RichardsReef,KW,3,10,0.33,MCAV,867,15,0,,,
2009,RichardsReef,KW,3,10,0.33,PAST,490,0,,,,
2009,RichardsReef,KW,3,10,0.33,OFAV,82938,0,0,,,
2009,RichardsReef,KW,3,10,0.33,SSID,1005,0,0,,,
2009,RichardsReef,KW,3,10,0.33,AAGA,314,10,0,,,
2009,RichardsReef,KW,3,10,0.33,OANN,11310,0,0,,,
2009,RichardsReef,KW,3,10,0.33,OFAV,1068,0,0,,,
2009,RichardsReef,KW,3,10,0.33,OFAV,1508,0,0,,,
2009,RichardsReef,KW,3,10,0.33,AHUM,201,0,0,,,
2009,RichardsReef,KW,3,10,0.33,PAST,440,0,0,,,
2009,RichardsReef,KW,3,10,0.33,OFAV,131319,65,0,,,
2009,RichardsReef,KW,4,9.5,0.23,MCAV,817,0,0,,,
2009,RichardsReef,KW,4,9.5,0.23,PSTR,905,0,0,,,
2009,RichardsReef,KW,4,9.5,0.23,SSID,126,20,0,,,
2009,RichardsReef,KW,4,9.5,0.23,PAST,170,0,0,,,
2009,RichardsReef,KW,4,9.5,0.23,MCAV,449,75,0,,,
2009,RichardsReef,KW,4,9.5,0.23,PSTR,2095,0,0,,,
2009,RichardsReef,KW,4,9.5,0.23,MCAV,704,0,0,,,
2009,RichardsReef,KW,4,9.5,0.23,PAST,170,0,0,,,
2009,RichardsReef,KW,4,9.5,0.23,PSTR,2865,0,0,,,
2009,RichardsReef,KW,4,9.5,0.23,PAST,1206,0,0,,,
2009,RichardsReef,CD,5,10,0.26,OFAV,113,0,0,,,
2009,RichardsReef,CD,5,10,0.26,OFAV,1885,5,0,,,
2009,RichardsReef,CD,5,10,0.26,AHUM,31,0,0,,,
2009,RichardsReef,CD,5,10,0.26,AAGA,176,9,10,,,
2009,RichardsReef,CD,5,10,0.26,OANN,173,0,0,,,
2009,RichardsReef,CD,5,10,0.26,OANN,15708,30,0,,,
2009,RichardsReef,CD,5,10,0.26,OANN,9425,20,0,,,
2009,RichardsReef,CD,5,10,0.26,OFAV,41469,5,0,,,
2009,RichardsReef,CD,5,10,0.26,AHUM,1414,0,0,,,
2009,RichardsReef,CD,5,10,0.26,OFAV,4712,0,0,,,
2009,RichardsReef,CD,5,10,0.26,AAGA,69,0,0,,,
2009,RichardsReef,CD,6,13,0.17,OFAV,4712,40,0,,,
2009,RichardsReef,CD,6,13,0.17,OFRA,6597,10,0,,,
2009,RichardsReef,CD,6,13,0.17,PSTR,1178,5,0,,,
2009,RichardsReef,CD,6,13,0.17,AAGA,990,0,0,,,
2009,RichardsReef,CD,6,13,0.17,OFAV,11310,1,0,,,
2009,RichardsReef,KW,7,10,0.11,AAGA,628,5,0,,,
2009,RichardsReef,KW,7,10,0.11,PAST,126,0,0,,,
2009,RichardsReef,KW,7,10,0.11,AAGA,170,0,0,,,
2009,RichardsReef,KW,7,10,0.11,OANN,5027,0,0,,,
2009,RichardsReef,KW,7,10,0.11,CNAT,3691,0,0,,,
2009,RichardsReef,KW,7,10,0.11,AAGA,47,0,0,,,
2009,RichardsReef,KW,7,10,0.11,OANN,534,0,0,,,
2009,RichardsReef,KW,7,10,0.11,OANN,10681,0,0,,,
2009,RichardsReef,KW,7,10,0.11,OFAV,17671,0,0,,,
2009,RichardsReef,KW,7,10,0.11,AAGA,283,25,0,,,
2009,RichardsReef,KW,8,10.5,0.23,SSID,3142,15,0,,,
2009,RichardsReef,KW,8,10.5,0.23,AAGA,141,0,0,,,
2009,RichardsReef,KW,8,10.5,0.23,OANN,207,0,0,,,
2009,RichardsReef,KW,8,10.5,0.23,PAST,94,0,0,,,
2009,RichardsReef,KW,8,10.5,0.23,OANN,283,0,0,,,
2009,RichardsReef,KW,8,10.5,0.23,OFAV,9896,50,0,,,
2009,RichardsReef,KW,8,10.5,0.23,CNAT,6283,80,0,,,
2009,RichardsReef,KW,8,10.5,0.23,AHUM,377,0,0,,,
2009,RichardsReef,KW,8,10.5,0.23,OANN,25133,99,0,,,
2009,RichardsReef,KW,8,10.5,0.23,AAGA,1131,0,0,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,AGAR,314,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,MALC,314,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,OANN,314,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,SSID,314,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,MLAM,1257,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,AGAR,1257,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,AGAR,314,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,OANN,1257,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,AGAR,1257,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,AGAR,314,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,MALC,314,,,,,
2010,Pauls Anchor ,AW,1,12.8,0.22,MCAV,1257,,,,,
2010,Pauls Anchor ,AW,1,12.2,0.22,AGAR,1257,,,,,
2010,Pauls Anchor ,aw,2,11.8,0.25,OANN,7854,,,,,
2010,Pauls Anchor ,aw,2,11.8,0.25,OANN,314,,,,,
2010,Pauls Anchor ,aw,2,11.8,0.25,AGAR,314,,,,,
2010,Pauls Anchor ,aw,2,11.8,0.25,SSID,314,,,,,
2010,Pauls Anchor ,aw,2,11.8,0.25,AGAR,314,,,,,
2010,Pauls Anchor ,aw,2,11.8,0.25,MALC,314,,,,,
2010,Pauls Anchor ,aw,2,11.8,0.25,SRAD,314,,,,,
2010,Pauls Anchor ,aw,2,11.4,0.25,SSID,314,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,OANN,1257,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,SSID,314,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,OANN,314,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,PPOR,314,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,MALC,314,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,MLAM,314,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,SSID,1257,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,MALC,314,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,AGAR,1257,,,,,
2010,Pauls Anchor ,aw,3,11.8,0.08,AGAR,314,,,,,
2010,Pauls Anchor ,aw,3,11.6,0.08,PPOR,314,,,,,
2010,Pauls Anchor ,aw,4,10.2,0.17,AGAR,314,,,,,
2010,Pauls Anchor ,aw,4,10.2,0.17,OFAV,1257,,,,,
2010,Pauls Anchor ,aw,4,10.2,0.17,AGAR,314,,,,,
2010,Pauls Anchor ,aw,4,10.2,0.17,OANN,314,,,,,
2010,Pauls Anchor ,aw,4,10.2,0.17,AGAR,314,,,,,
2010,Pauls Anchor ,aw,4,10.2,0.17,MALC,314,,,,,
2010,Pauls Anchor ,aw,4,10.2,0.17,MALC,314,,,,,
2010,Pauls Anchor ,aw,4,10,0.17,AGAR,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,PAST,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,AGAR,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,PAST,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,AGAR,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,MCAV,1257,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,AGAR,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,SSID,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,SSID,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,AGAR,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,MCAV,314,,,,,
2010,Pauls Anchor ,aw,5,10,0.30,PSTR,5027,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,MCAV,5027,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,PAST,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,OFAV,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,AGAR,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,OFAV,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,PAST,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,SSID,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,SSID,1257,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,MCAV,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,OFAV,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,PFUR,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,PFUR,1257,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,AGAR,314,,,,,
2010,Pauls Anchor ,fm,6,11.3,0.19,PFUR,1257,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,MAUR,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,AGAR,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,OFRA,1257,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,MCAV,2827,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,OFRA,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,OFRA,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,AGAR,1257,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,PFUR,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,AGAR,1257,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,AGAR,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,SSID,5027,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,AGAR,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,AGAR,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,SSID,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,OFRA,314,,,,,
2010,Pauls Anchor ,fm,7,11.1,0.12,MALC,314,,,,,
2010,Pauls Anchor ,fm,7,10,0.12,PAST,314,,,,,
2010,Pauls Anchor ,fm,8,12.1,0.14,AGAR,314,,,,,
2010,Pauls Anchor ,fm,8,12.1,0.14,AGAR,1257,,,,,
2010,Pauls Anchor ,fm,8,12.1,0.14,PPOR,314,,,,,
2010,Pauls Anchor ,fm,8,12.1,0.14,MCAV,314,,,,,
2010,Pauls Anchor ,fm,8,12.1,0.14,AGAR,314,,,,,
2010,Pauls Anchor ,fm,8,12.1,0.14,AGAR,314,,,,,
2010,Pauls Anchor ,fm,8,12.1,0.14,PFUR,314,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,OFRA,7854,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,SSID,2827,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,AGAR,314,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,ALAM,1257,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,SSID,314,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,AAGA,314,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,PAST,314,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,OFRA,314,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,PAST,314,,,,,
2010,Pauls Anchor ,fm,9,10.6,0.09,AAGA,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,PSTR,1257,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,AAGA,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,MCAV,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,AAGA,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,SSID,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,AAGA,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,AAGA,2827,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,SSID,1257,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,PSTR,2827,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,OANN,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,PAST,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,AAGA,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,PDIV,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,MCAV,5027,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,OANN,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,AAGA,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,EFAS,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,AAGA,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,PAST,314,,,,,
2010,Pauls Anchor ,fm,10,10.3,0.16,SSID,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,1257,,,,,
2010,Jigsaw,aw,1,12.8,0.24,MALC,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,PPOR,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,2827,,,,,
2010,Jigsaw,aw,1,12.8,0.24,PAST,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,PAST,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,MARE,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,MALC,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,OANN,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,OANN,5027,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,1257,,,,,
2010,Jigsaw,aw,1,12.8,0.24,MALC,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,PPOR,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,PPOR,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,1257,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,MLAM,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,EFAS,314,,,,,
2010,Jigsaw,aw,1,12.8,0.24,AAGA,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,AAGA,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,SSID,1257,,,,,
2010,Jigsaw,aw,2,12.12,0.18,AAGA,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,MARE,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,PSTR,5027,,,,,
2010,Jigsaw,aw,2,12.12,0.18,AAGA,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,SINT,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,OANN,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,AAGA,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,OANN,1257,,,,,
2010,Jigsaw,aw,2,12.12,0.18,AAGA,1257,,,,,
2010,Jigsaw,aw,2,12.12,0.18,PPOR,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,AAGA,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,PAST,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,PAST,314,,,,,
2010,Jigsaw,aw,2,12.12,0.18,AAGA,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,PAST,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,AAGA,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,AAGA,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,AAGA,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,SSID,1257,,,,,
2010,Jigsaw,aw,3,11.89,0.33,PPOR,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,MDEC,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,PDIV,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,AAGA,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,PAST,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,SSID,1257,,,,,
2010,Jigsaw,aw,3,11.89,0.33,SSID,1257,,,,,
2010,Jigsaw,aw,3,11.89,0.33,EFAS,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,AAGA,314,,,,,
2010,Jigsaw,aw,3,11.89,0.33,PSTR,5027,,,,,
2010,Jigsaw,aw,4,10.05,0.16,MALC,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,MALC,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,AAGA,1257,,,,,
2010,Jigsaw,aw,4,10.05,0.16,AAGA,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,DLAB,2827,,,,,
2010,Jigsaw,aw,4,10.05,0.16,PPOR,1257,,,,,
2010,Jigsaw,aw,4,10.05,0.16,SSID,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,AAGA,1257,,,,,
2010,Jigsaw,aw,4,10.05,0.16,AAGA,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,AAGA,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,PAST,2827,,,,,
2010,Jigsaw,aw,4,10.05,0.16,AAGA,1257,,,,,
2010,Jigsaw,aw,4,10.05,0.16,AAGA,1257,,,,,
2010,Jigsaw,aw,4,10.05,0.16,MALC,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,OANN,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,AAGA,1257,,,,,
2010,Jigsaw,aw,4,10.05,0.16,DLAB,2827,,,,,
2010,Jigsaw,aw,4,10.05,0.16,OANN,314,,,,,
2010,Jigsaw,aw,4,10.05,0.16,MALC,1257,,,,,
2010,Jigsaw,aw,4,10.05,0.16,MCAV,2827,,,,,
2010,Jigsaw,aw,5,10.05,0.32,AAGA,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,PAST,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,OANN,1257,,,,,
2010,Jigsaw,aw,5,10.05,0.32,OANN,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,PPOR,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,SSID,1257,,,,,
2010,Jigsaw,aw,5,10.05,0.32,AAGA,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,AAGA,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,AAGA,1257,,,,,
2010,Jigsaw,aw,5,10.05,0.32,AAGA,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,OANN,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,OANN,314,,,,,
2010,Jigsaw,aw,5,10.05,0.32,AAGA,5027,,,,,
2010,Jigsaw,fm,6,12.12,0.24,MCAV,5027,,,,,
2010,Jigsaw,fm,6,12.12,0.24,OFAV,1257,,,,,
2010,Jigsaw,fm,6,12.12,0.24,CNAT,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,PAST,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,PDIV,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,PFUR,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,SSID,2827,,,,,
2010,Jigsaw,fm,6,12.12,0.24,PFUR,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,OANN,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,OANN,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,AAGA,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,PAST,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,SSID,314,,,,,
2010,Jigsaw,fm,6,12.12,0.24,OFAV,1257,,,,,
2010,Jigsaw,fm,6,12.12,0.24,EFAS,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,SSID,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,EFAS,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,OFAV,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,PAST,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,OFAV,7854,,,,,
2010,Jigsaw,fm,7,11.7,0.21,SSID,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,AAGA,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,OFAV,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,OFAV,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,OFAV,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,OFAV,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,AAGA,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,OFAV,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,AAGA,314,,,,,
2010,Jigsaw,fm,7,11.7,0.21,OFAV,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,OFAV,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,OFAV,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,2827,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,OFAV,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,2827,,,,,
2010,Jigsaw,fm,8,11.58,0.37,OANN,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,PAST,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,OANN,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,OFAV,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,SSID,314,,,,,
2010,Jigsaw,fm,8,11.58,0.37,SSID,7854,,,,,
2010,Jigsaw,fm,8,11.58,0.37,SSID,1257,,,,,
2010,Jigsaw,fm,8,11.58,0.37,AAGA,2827,,,,,
