Site,Coral No.,OBSERV,TRANSECT,Depth_m,Coral_cover_cm,Sand_Cover_cm,Coral_Spp.,Max  _Diameter_cm,Max_Width_cm,Max_Height_cm,Volume,per_recent,per_Transitional,per_old,Disease_1,Disease_2,Paling,Partial_Bleaching,Bleaching,Damsel_fish,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Species,Total Count,Coral Cover,% Cover,Cover Volume,DS ,WB,WP
JIGSAW,9,SM,1,11.6,15,,OFAV,30,35,7,7350,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,10,SM,1,11.6,12,,PAST,20,18,2,720,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,11,SM,1,11.6,15,,AAGA,25,22,12,6600,20,0,0,0,0,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,12,SM,1,11.6,8,,AAGA,10,9,9,810,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,13,SM,1,11.6,14,,PSTR,33,26,14,12012,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,1,SM,2,11.6,12,,PAST,26,15,7,2730,0,0,0,0,0,0,0,0,0,FLUOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,2,SM,2,11.6,5,,AAGA,7,12,2,168,50,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,3,SM,2,11.6,1,,PPOR,32,12,7,2688,0,0,0,DS,0,0,5,0,1 BICOLOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,4,SM,2,11.6,7,,AAGA,11,5,9,495,0,0,0,0,0,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,5,SM,2,11.6,3,,AAGA,12,4,8,384,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,6,SM,2,11.6,15,,AAGA,22,25,18,9900,0,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,7,SM,2,11.6,10,,AAGA,20,25,3,1500,10,0,20,0,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,8,SM,2,11.6,4,,AAGA,10,12,7,840,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,9,SM,2,11.6,7,,AAGA,10,7,6,420,0,0,0,0,0,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,10,SM,2,11.6,12,,AAGA,35,20,11,7700,0,0,40,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,1,SN,3,13,8,,MCAV,8,12,10,960,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,2,SN,3,13,5,,MCAV,5,8,5,200,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,3,SN,3,13,4,,ATEN,4,15,8,480,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,4,SN,3,13,30,,SSID,30,20,30,18000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,5,SN,3,13,10,,ATEN,10,20,30,6000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,6,SN,3,13,40,,SSID,40,30,40,48000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,7,SN,3,13,10,,PPOR,10,2,8,160,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,8,SN,3,13,4,,PAST,5,5,10,250,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,9,SN,3,13,20,,MEAN,20,10,20,4000,0,0,50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,10,SN,3,13,5,,ATEN,8,5,15,600,0,0,30,0,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,11,SN,3,13,15,,SBOU,15,10,10,1500,0,0,0,0,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,1,DEA,4,13,20,,OANN,20,25,100,50000,0,0,70,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,2,DEA,4,13,15,,SINT,23,25,18,10350,0,0,0,0,0,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,3,DEA,4,13,10,,MLAM,15,20,10,3000,0,0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,4,DEA,4,13,40,,AAGA,55,35,70,134750,0,0,30,DS,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,5,DEA,4,13,20,,AAGA,30,20,20,12000,0,0,10,DS,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,6,DEA,4,13,13,,SSID,40,80,20,64000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,7,DEA,4,13,4,,ATEN,25,10,10,2500,0,0,0,DS,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,1,DEA,5,13,10,,AAGA,10,25,10,2500,0,5,10,DS,0,0,0,0,LONGFIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,2,DEA,5,13,10,,OFAV,25,30,20,15000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,3,DEA,5,13,40,,OANN,50,60,75,225000,5,0,90,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,4,DEA,5,13,20,,PAST,20,20,10,4000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,5,DEA,5,13,20,,SINT,20,10,5,1000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,6,DEA,5,13,5,,AHUM,10,10,10,1000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,7,DEA,5,13,25,,SSID,25,25,25,15625,0,0,5,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,1,KC,6,13.716,15,0,MCAV,12,10,16,1920,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,2,KC,6,13.716,8,0,PFUR,15,12,15,2700,0,0,10,0,0,0,0,0,0,10MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,3,KC,6,13.716,18,0,AAGA,37,25,6,5550,0,0,5,0,0,0,0,0,0,5MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,4,KC,6,13.716,10,0,AAGA,12,11,4,528,0,0,0,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,5,KC,6,13.716,10,0,PFUR,11,10,10,1100,0,0,10,0,0,0,0,0,0,10MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,6,KC,6,13.716,10,0,PAST,12,10,4,480,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,7,KC,6,13.716,15,0,OFAV,28,25,20,14000,0,0,0,0,0,0,0,0,2LONGFIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,8,KC,6,13.716,8,0,SSID,12,6,3,216,0,0,40,0,0,100,,100P,2LONGFIN,40MA/TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,9,KC,6,13.716,15,0,PFUR,30,20,10,6000,0,0,20,0,0,0,0,0,0,20MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,10,KC,6,13.716,6,0,AAGA,28,21,20,11760,0,1,10,DS,0,0,0,0,0,10MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,11,KC,6,13.716,10,0,PFUR,13,6,6,468,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,12,KC,6,13.716,13,0,AAGA,54,46,12,29808,0,0,5,0,0,0,0,0,0,5MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,1,KC,7,12.8016,5,0,AAGA,22,10,4,880,0,0,75,0,0,0,1,,0,75MA/CYANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,2,KC,7,12.8016,11,0,AAGA,30,28,16,13440,0,1,10,DS,0,0,0,0,2LONGFIN,10MA/GORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,3,KC,7,12.8016,16,0,SSID,76,71,59,318364,0,0,75,0,0,100,0,0,0,20CDEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,4,KC,7,12.8016,9,0,MDEC,12,5,6,360,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,5,KC,7,12.8016,20,0,OFAV,180,150,55,1485000,5,0,60,0,0,0,0,0,0,5FB/60MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,6,KC,7,12.8016,11,0,AAGA,22,18,15,5940,0,0,30,0,0,0,0,0,0,30MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,7,KC,7,12.8016,4,0,PAST,10,6,4,240,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,8,KC,7,12.8016,5,0,AAGA,20,11,3,660,0,0,10,0,0,100,0,0,0,10MA/CYANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,9,KC,7,12.8016,19,0,AAGA,19,13,5,1235,0,5,5,DS,0,0,0,0,0,5MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,10,KC,7,12.8016,11,0,AAGA,15,9,6,810,0,0,40,0,0,0,0,0,0,40MA/TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,1,DEA,8,13,30,,SSID,50,20,20,20000,0,0,20,0,0,100,0,0,"1, LONGFIN",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,2,DEA,8,13,5,,PPOR,30,20,10,6000,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,3,DEA,8,13,8,,AAGA,10,15,10,1500,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,4,DEA,8,13,10,,PAST,20,20,20,8000,0,0,80,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,5,DEA,8,13,3,,AAGA,25,5,30,3750,0,0,90,DS,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,6,DEA,8,13,11,,AAGA,25,20,5,2500,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,7,DEA,8,13,5,,AAGA,25,10,20,5000,0,0,5,DS,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,8,DEA,8,13,20,,AAGA,20,25,25,12500,0,0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,9,DEA,8,13,10,,PAST,10,15,20,3000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,10,DEA,8,13,10,,ATEN,10,10,10,1000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGSAW,11,DEA,8,13,30,,PDIV,20,50,10,10000,0,0,30,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,1,SM,1,11.8,3,0,SSID,82,40,79,259120,30,0,50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,2,SM,1,11.8,12,0,AAGA,20,9,11,1980,0,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,3,SM,1,11.8,8,0,ESTO,10,18,5,900,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,4,SM,1,11.8,10,0,MLAM,18,18,7,2268,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,5,SM,1,11.8,25,0,OFRA,47,18,12,10152,20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,6,SM,1,11.8,25,0,OFAV,35,18,27,17010,10,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,7,SM,1,11.8,45,0,OFAV,45,35,38,59850,0,0,15,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,8,SM,1,11.8,8,0,OFRA,25,22,7,3850,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,9,SM,1,11.8,15,0,OFRA,22,18,18,7128,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,10,SM,1,11.8,10,0,OFRA,12,27,14,4536,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,11,SM,1,11.8,15,0,OFRA,38,25,14,13300,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,1,SM,2,11.8,9,45,MCAV,10,10,7,700,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,2,SM,2,11.8,7,0,OFAV,10,14,12,1680,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,3,SM,2,11.8,35,0,MCAV,52,54,42,117936,5,0,40,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,4,SM,2,11.8,15,0,OFRA,17,12,7,1428,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,5,SM,2,11.8,8,0,AAGA,11,4,7,308,0,0,0,DS,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXING BOWL,6,SM,2,11.8,28,0,MCAV,32,31,21,20832,0,20,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,1,Tim Kary,3,12.8,,0,AAGA,30,50,20,30000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,2,Tim Kary,3,12.8,,0,AAGA,12,5,5,300,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,3,Tim Kary,3,12.8,,0,AAGA,12,10,12,1440,0,0,0,DS,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,4,Tim Kary,3,12.8,,0,PPOR,90,55,45,222750,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,5,Tim Kary,3,12.8,,0,AAGA,35,15,25,13125,0,0,25,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,6,Tim Kary,3,12.8,,0,AAGA,15,15,15,3375,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,7,Tim Kary,3,12.8,,0,PAST,10,10,10,1000,0,0,40,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,8,Tim Kary,3,12.8,,0,AAGA,15,15,15,3375,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,9,Tim Kary,3,12.8,,0,AAGA,25,15,25,9375,0,0,50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,10,Tim Kary,3,12.8,,0,SSID,40,30,15,18000,0,0,60,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,11,Tim Kary,3,12.8,,0,OFRA,45,45,40,81000,0,20,40,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,12,Tim Kary,3,12.8,,0,OANN,100,30,60,180000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,13,Tim Kary,3,12.8,,0,OFRA,30,45,35,47250,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,14,Tim Kary,3,12.8,,0,PPOR,25,15,5,1875,0,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,15,Tim Kary,3,12.8,,0,PAST,25,25,20,12500,0,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Bowl,16,Tim Kary,3,12.8,,0,AAGA,10,5,5,250,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,1,DEA,4,12.12121212,40,0,OANN,80,100,75,600000,0,0,40,0,0,0,0,0,LONGFIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,2,DEA,4,12.12121212,15,0,SSID,30,35,20,21000,0,0,0,DS,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,3,DEA,4,12.12121212,5,0,OFAV,40,40,50,80000,0,0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,4,DEA,4,12.12121212,10,0,OANN,10,30,60,18000,0,0,80,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,5,DEA,4,12.12121212,35,0,OFAV,40,50,50,100000,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,6,DEA,4,12.12121212,90,0,OFAV,110,80,130,1144000,0,0,50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,7,DEA,4,12.12121212,10,0,MCAV,10,10,10,1000,0,0,0,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,8,DEA,4,12.12121212,10,0,AAGA,20,20,35,14000,0,0,80,0,0,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,1,DEA,5,12.12121212,6,0,PAST,15,20,25,7500,0,0,0,0,0,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,2,DEA,5,12.12121212,3,0,AAGA,20,10,15,3000,0,0,5,DS,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,3,DEA,5,12.12121212,3,0,AAGA,12,10,12,1440,0,0,0,0,0,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,4,DEA,5,12.12121212,15,0,AAGA,30,20,30,18000,0,0,70,DS,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,5,DEA,5,12.12121212,15,0,AAGA,20,10,25,5000,0,0,70,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,6,DEA,5,12.12121212,10,0,MCAV,20,15,30,9000,0,0,0,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,7,DEA,5,12.12121212,10,0,PAST,30,15,15,6750,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,8,DEA,5,12.12121212,100,0,OFAV,100,100,60,600000,0,0,95,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,9,DEA,5,12.12121212,5,0,OFAV,50,65,55,178750,0,0,50,0,0,0,0,0,0,PFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,10,DEA,5,12.12121212,80,0,AAGA,35,20,20,14000,0,0,50,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,1,DEA,6,12.12121212,60,0,OFAV,60,100,40,240000,0,0,80,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,2,DEA,6,12.12121212,10,0,PAST,15,10,10,1500,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,3,DEA,6,12.12121212,10,0,OANN,25,20,30,15000,0,0,60,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,4,DEA,6,12.12121212,10,0,OFAV,30,30,10,9000,0,0,0,0,0,0,0,0,0,PFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,5,DEA,6,12.12121212,10,0,PAST,10,10,10,1000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,6,DEA,6,12.12121212,10,0,MCAV,20,25,30,15000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,7,DEA,6,12.12121212,4,0,EFAS,15,20,8,2400,0,0,40,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,8,DEA,6,12.12121212,30,0,OFAV,100,80,120,960000,0,0,90,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,9,DEA,6,12.12121212,20,0,PFUR,60,40,5,12000,0,0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,10,DEA,6,12.12121212,10,0,PAST,15,20,20,6000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,11,DEA,6,12.12121212,30,0,SSID,30,30,10,9000,0,0,0,0,0,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,12,DEA,6,12.12121212,30,0,OFAV,16,100,100,160000,0,0,80,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,13,DEA,6,12.12121212,10,0,MCAV,80,70,90,504000,0,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,14,DEA,6,12.12121212,8,0,MCAV,40,30,35,42000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,15,DEA,6,12.12121212,100,0,CNAT,105,75,10,78750,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,16,DEA,6,12.12121212,12,0,OFAV,55,45,40,99000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXINGBOWL,17,DEA,6,12.12121212,40,0,OFRA,50,30,55,82500,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
