Year,Month,Day,Site,Depth,Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Area_surveyed,Disease_y_n,Disease_type,pale_perc,pale_bleached_perc,bleached_perc,new_mortality,trans_mortality,old_mortality,total_SA_dead,total_live__SA,,
2021,June,28,Marthas,38,1,GGG,MARE,Mancina,areolata,10.00,15.00,3.00,117.8097245,10,N,NA,0,0,0,0,0,0,0,117.8097245,,
2021,June,28,Marthas,38,1,GGG,AAGA,Agaricia,agaricites,8.00,6.00,3.00,65.97344573,10,N,NA,0,0,0,0,0,0,0,65.97344573,,
2021,June,28,Marthas,38,1,GGG,PPOR,Porites,porites,10.00,10.00,5.00,157.0796327,10,N,NA,0,0,0,0,0,0,0,157.0796327,,
2021,June,28,Marthas,38,1,GGG,OANN,Orbicella,annularis,30.00,15.00,5.00,353.4291735,10,N,NA,0,0,0,0,0,20,70.68583471,282.7433388,,
2021,June,28,Marthas,38,1,GGG,PAST,Porites,astreoides,10.00,5.00,5.00,117.8097245,10,N,NA,0,0,0,0,0,0,0,117.8097245,,
2021,June,28,Marthas,38,1,GGG,MCAV,Montastraea,cavernosa,22.00,28.00,28.00,2199.114858,10,N,NA,0,0,0,0,0,0,0,2199.114858,,
2021,June,28,Marthas,38,1,GGG,MANG,Mussa,angulosa,30.00,20.00,15.00,1178.097245,10,N,NA,0,0,0,0,0,0,0,1178.097245,,
2021,June,28,Marthas,38,1,GGG,PAST,Porites,astreoides,8.00,8.00,5.00,125.6637061,10,N,NA,0,0,0,0,0,0,0,125.6637061,,
2021,June,28,Marthas,38,1,GGG,PAST,Porites,astreoides,8,8.00,5.00,125.6637061,10,N,NA,0,0,0,0,0,0,0,125.6637061,,
2021,June,28,Marthas,38,1,GGG,PAST,Porites,astreoides,18.00,10.00,8.00,351.8583772,10,N,NA,0,0,0,0,0,0,0,351.8583772,,
2021,June,28,Marthas,38,1,GGG,PAST,Porites,astreoides,18.00,20.00,5.00,298.4513021,10,N,NA,0,0,0,0,0,0,0,298.4513021,,
